PC-EKF V3 — UWB Realtime
  Q=0.01  R_base=300.0  R_scale=10.0
  Anchors: ['0x1001', '0x1002', '0x1003', '0x1004']
  Height : 1400.0 mm

Đang kết nối /dev/serial/by-id/usb-SEGGER_J-Link_000760192143-if00 @ 921600...
OK. Đang chờ dữ liệu... (Ctrl+C để dừng)

 Time(s)   Frame      X(mm)      Y(mm)      S0      S1      S2      S3
   7.212     424       35.9     4044.1   0.619   0.344   0.617   0.326
   7.228     425       35.9     4044.1   0.589   0.277   0.599   0.351
   7.245     426       36.0     4044.2   0.620   0.344   0.618   0.328
   7.262     427       35.9     4044.2   0.625   0.379   0.621   0.354
   7.279     428       35.7     4044.3   0.580   0.288   0.598   0.386
   7.295     429       35.8     4044.3   0.621   0.358   0.618   0.334
   7.312     430       35.8     4044.4   0.629   0.354   0.629   0.354
   7.330     431       35.8     4044.3   0.610   0.392   0.599   0.326
   7.347     432       35.7     4044.4   0.629   0.356   0.629   0.359
   7.364     433       35.5     4044.3   0.603   0.408   0.586   0.319
   7.380     434       35.6     4044.3   0.629   0.377   0.628   0.365
   7.397     435       35.6     4044.3   0.618   0.354   0.623   0.386
   7.417     436       35.5     4044.1   0.561   0.416   0.502   0.199
   7.440     437       35.5     4044.0   0.561   0.416   0.502   0.199
   7.457     438       35.4     4043.9   0.588   0.395   0.560   0.265
   7.477     439       35.3     4043.9   0.631   0.400   0.629   0.384
   7.495     440       35.2     4043.8   0.583   0.404   0.551   0.259
   7.515     441       35.1     4043.8   0.589   0.391   0.563   0.265
   7.532     442       35.0     4043.8   0.623   0.351   0.626   0.369
   7.552     443       35.0     4043.8   0.581   0.391   0.549   0.244
   7.572     444       34.9     4043.7   0.605   0.397   0.590   0.315
   7.592     445       34.8     4043.7   0.619   0.379   0.613   0.340
   7.609     446       34.6     4043.7   0.637   0.421   0.636   0.415
   7.631     447       34.3     4043.7   0.617   0.375   0.623   0.413
   7.652     448       34.0     4043.7   0.617   0.375   0.623   0.413
   7.673     449       33.8     4043.7   0.617   0.375   0.623   0.413
   7.693     450       33.5     4043.7   0.616   0.406   0.606   0.350
   7.712     451       33.3     4043.7   0.619   0.386   0.625   0.421
   7.732     452       33.0     4043.8   0.629   0.391   0.627   0.373
   7.752     453       32.8     4043.8   0.629   0.391   0.627   0.373
   7.768     454       32.8     4044.0   0.620   0.330   0.621   0.336
   7.785     455       32.9     4043.9   0.551   0.374   0.495   0.144
   7.801     456       32.9     4044.0   0.624   0.344   0.623   0.339
   7.818     457       32.9     4044.0   0.594   0.311   0.607   0.384
   7.835     458       32.9     4043.9   0.614   0.356   0.621   0.398
   7.857     459       32.9     4044.0   0.570   0.249   0.588   0.358
   7.874     460       32.9     4044.0   0.619   0.338   0.622   0.360
   7.892     461       32.9     4044.1   0.623   0.359   0.621   0.341
   7.910     462       32.9     4044.1   0.627   0.363   0.626   0.353
   7.928     463       32.9     4044.0   0.624   0.381   0.628   0.406
   7.943     464       32.8     4043.9   0.598   0.397   0.578   0.295
   7.961     465       32.8     4043.8   0.625   0.380   0.628   0.403
   7.977     466       32.8     4043.8   0.603   0.354   0.593   0.287
   7.994     467       32.8     4043.9   0.606   0.368   0.596   0.302
   8.012     468       32.7     4043.9   0.601   0.371   0.587   0.289
   8.032     469       32.6     4044.2   0.585   0.259   0.592   0.326
   8.048     470       32.4     4044.2   0.597   0.399   0.576   0.294
   8.065     471       32.4     4044.1   0.608   0.379   0.596   0.310
   8.085     472       32.5     4044.1   0.552   0.363   0.504   0.147
   8.102     473       32.4     4044.1   0.592   0.313   0.606   0.391
   8.117     474       32.3     4044.2   0.568   0.254   0.588   0.369
   8.138     475       32.2     4044.3   0.599   0.305   0.608   0.366
   8.153     476       32.2     4044.3   0.611   0.326   0.617   0.363
   8.170     477       32.1     4044.2   0.632   0.404   0.629   0.388
   8.187     478       32.1     4044.2   0.626   0.369   0.624   0.352
   8.204     479       32.0     4044.2   0.607   0.363   0.616   0.419
   8.220     480       31.8     4044.0   0.629   0.417   0.632   0.436
   8.236     481       31.8     4044.0   0.594   0.375   0.576   0.272
   8.257     482       31.8     4044.1   0.623   0.342   0.625   0.352
   8.275     483       31.8     4044.2   0.573   0.247   0.588   0.348
   8.293     484       31.9     4044.1   0.628   0.363   0.629   0.374
   8.311     485       31.9     4044.1   0.632   0.377   0.631   0.371
   8.328     486       32.1     4044.1   0.615   0.323   0.618   0.347
   8.344     487       32.1     4044.0   0.615   0.403   0.605   0.344
   8.362     488       32.0     4044.0   0.593   0.299   0.605   0.372
   8.381     489       32.0     4044.0   0.633   0.408   0.631   0.395
   8.397     490       31.8     4043.9   0.586   0.409   0.556   0.271
   8.417     491       31.6     4043.9   0.603   0.392   0.587   0.305
   8.435     492       31.4     4044.0   0.606   0.389   0.593   0.312
   8.451     493       31.3     4044.0   0.616   0.339   0.620   0.370
   8.471     494       31.3     4044.0   0.619   0.377   0.614   0.339
   8.488     495       31.2     4044.2   0.539   0.199   0.570   0.360
   8.505     496       31.4     4044.1   0.589   0.355   0.572   0.251
   8.523     497       31.6     4043.9   0.567   0.378   0.525   0.194
   8.539     498       31.6     4043.9   0.605   0.368   0.594   0.299
   8.556     499       31.7     4043.9   0.589   0.345   0.575   0.249
   8.573     500       31.7     4043.8   0.583   0.395   0.553   0.252
   8.590     501       31.8     4043.8   0.623   0.374   0.620   0.348
   8.608     502       31.9     4043.8   0.623   0.341   0.623   0.337
   8.625     503       32.0     4043.9   0.601   0.295   0.607   0.342
   8.642     504       31.9     4043.8   0.628   0.417   0.624   0.390
   8.658     505       31.8     4043.8   0.597   0.320   0.609   0.389
   8.677     506       31.8     4043.7   0.561   0.410   0.504   0.195
   8.694     507       31.8     4043.5   0.545   0.415   0.464   0.145
   8.713     508       31.9     4043.4   0.573   0.373   0.540   0.212
   8.730     509       31.8     4043.4   0.599   0.379   0.583   0.288
   8.747     510       31.9     4043.5   0.576   0.351   0.553   0.214
   8.765     511       32.0     4043.5   0.568   0.321   0.553   0.196
   8.781     512       32.0     4043.6   0.619   0.360   0.616   0.332
   8.800     513       32.1     4043.7   0.606   0.318   0.605   0.296
   8.818     514       32.1     4043.6   0.561   0.393   0.508   0.183
   8.834     515       31.9     4043.5   0.634   0.418   0.635   0.428
   8.852     516       31.7     4043.5   0.604   0.419   0.587   0.331
   8.870     517       31.5     4043.6   0.616   0.356   0.622   0.392
   8.888     518       31.5     4043.4   0.526   0.415   0.410   0.074
   8.904     519       31.4     4043.3   0.592   0.339   0.607   0.419
   8.923     520       31.4     4043.3   0.619   0.361   0.624   0.393
   8.938     521       31.3     4043.3   0.598   0.365   0.585   0.279
   8.955     522       31.4     4043.2   0.577   0.363   0.550   0.219
   8.972     523       31.6     4043.3   0.610   0.331   0.607   0.303
   8.990     524       31.8     4043.3   0.601   0.346   0.593   0.281
   9.006     525       31.7     4043.2   0.630   0.405   0.626   0.384
   9.023     526       31.8     4043.1   0.631   0.369   0.630   0.365
   9.040     527       31.8     4043.3   0.589   0.270   0.597   0.339
   9.059     528       31.9     4043.3   0.589   0.357   0.573   0.253
   9.075     529       31.9     4043.3   0.585   0.265   0.595   0.344
   9.093     530       31.9     4043.4   0.591   0.355   0.575   0.256
   9.109     531       31.9     4043.4   0.599   0.306   0.608   0.367
   9.126     532       31.9     4043.4   0.617   0.378   0.610   0.335
   9.143     533       32.0     4043.3   0.617   0.377   0.610   0.333
   9.160     534       31.8     4043.3   0.636   0.389   0.636   0.388
   9.177     535       31.8     4043.3   0.614   0.385   0.606   0.331
   9.194     536       31.9     4043.2   0.601   0.378   0.586   0.291
   9.211     537       31.8     4043.2   0.629   0.373   0.631   0.385
   9.228     538       31.9     4043.3   0.613   0.317   0.615   0.338
   9.244     539       32.0     4043.3   0.592   0.348   0.579   0.258
   9.261     540       32.1     4043.3   0.584   0.349   0.566   0.235
   9.278     541       32.2     4043.4   0.577   0.250   0.589   0.339
   9.295     542       32.4     4043.3   0.617   0.365   0.612   0.327
   9.312     543       32.5     4043.3   0.574   0.338   0.555   0.208
   9.329     544       32.5     4043.2   0.626   0.371   0.628   0.391
   9.346     545       32.5     4043.3   0.596   0.344   0.586   0.269
   9.363     546       32.5     4043.3   0.632   0.370   0.632   0.368
   9.380     547       32.6     4043.4   0.588   0.274   0.598   0.349
   9.396     548       32.6     4043.4   0.609   0.313   0.613   0.350
   9.413     549       32.6     4043.5   0.609   0.342   0.604   0.301
   9.430     550       32.7     4043.6   0.624   0.341   0.625   0.347
   9.447     551       32.8     4043.5   0.596   0.375   0.578   0.277
   9.464     552       33.0     4043.5   0.585   0.327   0.576   0.240
   9.481     553       32.9     4043.6   0.571   0.261   0.591   0.372
   9.498     554       33.1     4043.6   0.597   0.285   0.603   0.338
   9.515     555       33.3     4043.7   0.584   0.256   0.591   0.325
   9.531     556       33.3     4043.7   0.588   0.363   0.569   0.251
   9.548     557       33.3     4043.7   0.611   0.349   0.606   0.308
   9.565     558       33.4     4043.7   0.583   0.352   0.564   0.234
   9.582     559       33.4     4043.7   0.626   0.359   0.625   0.348
   9.599     560       33.5     4043.8   0.601   0.292   0.606   0.334
   9.616     561       33.5     4043.8   0.600   0.373   0.585   0.286
   9.633     562       33.6     4043.8   0.617   0.349   0.613   0.321
   9.651     563       33.7     4043.8   0.591   0.366   0.572   0.259
   9.667     564       33.6     4043.8   0.630   0.385   0.628   0.371
   9.684     565       33.7     4043.8   0.620   0.358   0.616   0.331
   9.701     566       33.8     4043.8   0.619   0.347   0.617   0.326

[✓] Dừng. 566 frames. Log → realtime_log.csv
