KF — UWB Realtime
  13.519     848     2157.4     1056.9
  13.536     849     2159.7     1055.5
  13.553     850     2162.1     1055.2
  13.570     851     2164.0     1053.8
  13.587     852     2166.5     1052.5
  13.604     853     2169.0     1050.7
  13.621     854     2171.8     1050.0
  13.638     855     2175.1     1048.9
  13.654     856     2177.5     1048.0
  13.671     857     2179.9     1047.2
  13.688     858     2182.3     1046.6
  13.705     859     2184.5     1046.2
  13.722     860     2187.0     1045.5
  13.739     861     2190.1     1044.0
  13.756     862     2192.4     1042.7
  13.773     863     2195.6     1041.9
  13.789     864     2198.5     1041.4
  13.806     865     2201.9     1041.0
  13.823     866     2205.4     1041.1
  13.843     867     2208.7     1041.1
  13.860     868     2212.4     1040.5
  13.877     869     2214.3     1040.9
  13.895     870     2217.7     1040.1
  13.911     871     2219.6     1038.9
  13.928     872     2221.3     1037.5
  13.945     873     2223.6     1038.6
  13.962     874     2225.4     1038.2
  13.979     875     2230.7     1032.1
  13.996     876     2236.1     1025.9
  14.012     877     2239.3     1025.0
  14.029     878     2242.2     1023.7
  14.045     879     2244.6     1024.0
  14.063     880     2246.3     1023.1
  14.080     881     2251.4     1015.1
  14.097     882     2252.9     1014.5
  14.114     883     2254.3     1014.4
  14.130     884     2258.3     1008.4
  14.148     885     2262.8     1002.6
  14.164     886     2267.0      996.6
  14.181     887     2268.5      996.2
  14.197     888     2270.5      996.3
  14.215     889     2272.4      996.6
  14.232     890     2273.7      997.1
  14.249     891     2275.2      997.8
  14.267     892     2277.3      997.7
  14.284     893     2279.4      997.5
  14.300     894     2281.3      997.8
  14.317     895     2282.9      998.1
  14.334     896     2286.2      993.8
  14.351     897     2288.1      994.9
  14.368     898     2289.7      995.4
  14.384     899     2290.9      995.6
  14.402     900     2293.1      995.3
  14.419     901     2294.7      995.8
  14.436     902     2297.6      995.9
  14.452     903     2300.8      994.5
  14.469     904     2303.9      995.1
  14.486     905     2307.5      995.6
  14.503     906     2311.4      994.7
  14.520     907     2313.9      993.5
  14.537     908     2318.1      992.8
  14.554     909     2321.7      991.1
  14.571     910     2324.6      989.0
  14.588     911     2328.2      987.5
  14.604     912     2331.1      985.4
  14.621     913     2335.0      983.0
  14.637     914     2338.2      981.1
  14.654     915     2341.5      977.3
  14.672     916     2344.3      975.3
  14.689     917     2347.2      972.1
  14.707     918     2350.6      968.5
  14.724     919     2354.1      965.1
  14.741     920     2357.4      962.3
  14.757     921     2360.6      959.9
  14.774     922     2364.5      956.9
  14.791     923     2368.6      954.4
  14.808     924     2371.8      952.2
  14.825     925     2375.2      950.0
  14.842     926     2378.8      946.8
  14.858     927     2382.3      944.0
  14.875     928     2385.9      941.0
  14.892     929     2390.2      937.1
  14.908     930     2394.2      934.0
  14.925     931     2399.0      929.9
  14.943     932     2404.1      927.1
  14.960     933     2408.1      924.2
  14.977     934     2412.2      921.6
  14.994     935     2416.3      919.0
  15.010     936     2420.8      914.8
  15.027     937     2425.7      910.9
  15.044     938     2430.0      907.5
  15.061     939     2434.8      903.9
  15.078     940     2439.7      899.9
  15.095     941     2443.6      896.2
  15.112     942     2447.8      892.6
  15.128     943     2451.6      888.6
  15.146     944     2455.6      884.6
  15.162     945     2459.5      881.7
  15.180     946     2462.4      878.7
  15.196     947     2465.7      877.0
  15.213     948     2470.7      874.6
  15.230     949     2474.4      872.4
  15.247     950     2476.2      874.7
  15.264     951     2480.4      873.3
  15.282     952     2483.8      873.4
  15.298     953     2487.5      873.8
  15.315     954     2490.9      873.6
  15.332     955     2495.0      875.1
  15.349     956     2500.1      877.0
  15.366     957     2503.5      878.9
  15.384     958     2507.8      879.1
  15.400     959     2511.5      880.5
  15.417     960     2515.7      882.0
  15.434     961     2517.4      885.5
  15.451     962     2520.7      888.0
  15.468     963     2523.7      890.8
  15.485     964     2525.9      893.7
  15.501     965     2527.6      896.5
  15.518     966     2529.2      899.9
  15.535     967     2530.7      903.1
  15.552     968     2533.0      906.8
  15.569     969     2535.7      910.5
  15.587     970     2538.5      915.3
  15.604     971     2541.0      919.1
  15.620     972     2545.5      923.2
  15.637     973     2549.7      926.7
  15.654     974     2554.0      930.2
  15.671     975     2558.1      934.7
  15.688     976     2562.1      938.8
  15.705     977     2567.8      937.7
  15.723     978     2571.3      941.8
  15.740     979     2578.7      937.1
  15.760     980     2583.5      937.1
  15.779     981     2585.9      941.1
  15.797     982     2589.0      944.7
  15.817     983     2590.3      948.6
  15.835     984     2591.2      952.0
  15.854     985     2592.2      955.0
  15.872     986     2594.1      957.9
  15.889     987     2595.1      961.3
  15.906     988     2597.9      959.8
  15.922     989     2599.6      962.8
  15.943     990     2600.7      965.5
  15.959     991     2601.6      968.3
  15.976     992     2605.0      967.2
  15.993     993     2606.7      970.4
  16.010     994     2610.6      968.6
  16.027     995     2611.9      971.6
  16.043     996     2613.0      973.7
  16.060     997     2614.3      976.0
  16.077     998     2618.3      973.9
  16.094     999     2620.2      975.6
  16.111    1000     2621.9      977.7
  16.128    1001     2624.1      979.6
  16.145    1002     2626.9      980.7
  16.162    1003     2629.4      981.9
  16.179    1004     2631.6      982.9
  16.195    1005     2633.5      983.9
  16.212    1006     2635.9      985.2
  16.229    1007     2637.8      986.2
  16.246    1008     2639.9      986.7
  16.263    1009     2641.7      987.4
  16.280    1010     2643.6      987.7
  16.296    1011     2645.9      987.7
  16.313    1012     2648.8      987.1
  16.329    1013     2651.0      987.3
  16.346    1014     2653.4      987.1
  16.363    1015     2656.6      986.8
  16.380    1016     2659.3      986.5
  16.397    1017     2661.9      986.0
  16.414    1018     2664.8      985.3
  16.431    1019     2667.4      983.7
  16.448    1020     2670.3      982.9
  16.467    1021     2674.1      982.3
  16.483    1022     2678.3      981.9
  16.500    1023     2681.7      981.2
  16.517    1024     2684.6      980.6
  16.534    1025     2688.2      979.9
  16.550    1026     2691.7      978.9
  16.567    1027     2695.1      978.3
  16.584    1028     2698.5      978.0
  16.602    1029     2701.8      977.0
  16.620    1030     2704.7      976.1
  16.636    1031     2707.6      975.8
  16.655    1032     2711.5      976.5
  16.674    1033     2714.8      976.9
  16.694    1034     2718.4      977.4
  16.710    1035     2725.2      972.9
  16.728    1036     2731.6      968.3
  16.746    1037     2735.1      969.2
  16.762    1038     2738.5      969.9
  16.779    1039     2741.3      971.0
  16.795    1040     2744.5      971.5
  16.812    1041     2747.6      973.1
  16.828    1042     2750.7      974.5
  16.845    1043     2754.1      974.8
  16.864    1044     2757.4      974.8
  16.880    1045     2760.4      975.0
  16.897    1046     2763.6      975.5
  16.914    1047     2766.8      975.9
  16.931    1048     2770.1      976.7
  16.949    1049     2773.8      976.7
  16.965    1050     2777.8      977.0
  16.982    1051     2781.2      977.2
  17.000    1052     2786.1      975.1
  17.017    1053     2789.9      974.6
  17.034    1054     2794.4      973.6
  17.050    1055     2799.0      971.7
  17.067    1056     2803.1      968.9
  17.084    1057     2808.1      966.3
  17.099    1058     2811.9      963.9
  17.116    1059     2815.4      960.9
  17.133    1060     2819.1      958.3
  17.150    1061     2822.6      954.8
  17.167    1062     2826.1      952.2
  17.184    1063     2829.8      949.8
  17.201    1064     2833.2      946.3
  17.218    1065     2836.5      944.0
  17.235    1066     2840.2      941.2
  17.251    1067     2844.1      938.5
  17.268    1068     2847.1      936.3
  17.285    1069     2850.6      932.8
  17.302    1070     2854.3      930.1
  17.319    1071     2856.7      927.6
  17.336    1072     2859.7      924.3
  17.353    1073     2862.9      920.9
  17.370    1074     2865.6      918.6
  17.387    1075     2869.0      915.1
  17.403    1076     2871.5      912.5
  17.420    1077     2874.5      910.8
  17.436    1078     2877.3      908.5
  17.453    1079     2880.0      905.6
  17.470    1080     2883.3      903.9
  17.487    1081     2886.1      902.4
  17.504    1082     2889.1      900.9
  17.521    1083     2891.6      899.4
  17.538    1084     2893.9      897.4
  17.554    1085     2897.0      895.2
  17.571    1086     2899.8      893.7
  17.588    1087     2902.5      892.1
  17.607    1088     2904.5      890.6
  17.623    1089     2906.4      888.7
  17.640    1090     2909.0      886.7
  17.657    1091     2911.1      885.0
  17.674    1092     2913.8      883.9
  17.691    1093     2917.0      883.1
  17.707    1094     2920.1      882.5
  17.724    1095     2923.2      881.8
  17.741    1096     2926.4      881.0
  17.758    1097     2929.3      880.5
  17.775    1098     2932.0      879.6
  17.792    1099     2934.9      878.6
  17.809    1100     2937.5      878.0
  17.829    1101     2940.6      878.4
  17.845    1102     2943.5      878.5
  17.862    1103     2946.2      877.9
  17.879    1104     2949.1      877.0
  17.896    1105     2952.0      877.2
  17.913    1106     2954.7      876.5
  17.930    1107     2958.7      875.1
  17.947    1108     2961.6      873.6
  17.963    1109     2964.0      873.7
  17.980    1110     2967.6      871.6
  17.997    1111     2971.9      868.0
  18.014    1112     2976.0      864.8
  18.031    1113     2981.3      860.3
  18.048    1114     2987.1      855.4
  18.065    1115     2992.5      850.8
  18.082    1116     2998.5      845.7
  18.099    1117     3004.1      841.6
  18.115    1118     3008.7      838.0
  18.132    1119     3013.2      836.0
  18.149    1120     3018.5      833.0
  18.166    1121     3023.3      830.8
  18.183    1122     3028.9      828.2
  18.200    1123     3033.7      826.5
  18.217    1124     3038.1      825.0
  18.234    1125     3039.5      818.8
  18.250    1126     3043.8      819.2
  18.267    1127     3045.5      813.9
  18.284    1128     3046.6      809.1
  18.301    1129     3048.5      803.8
  18.318    1130     3049.1      798.5
  18.335    1131     3049.9      790.4
  18.352    1132     3050.4      782.7
  18.369    1133     3051.1      775.5
  18.386    1134     3052.7      769.6
  18.402    1135     3054.5      764.4
  18.419    1136     3056.6      757.1
  18.436    1137     3059.1      750.6
  18.453    1138     3063.5      742.6
  18.470    1139     3067.3      736.7
  18.487    1140     3071.9      729.2
  18.504    1141     3074.2      726.5
  18.521    1142     3079.7      719.7
  18.537    1143     3084.5      711.9
  18.554    1144     3090.8      704.1
  18.571    1145     3097.1      696.2
  18.588    1146     3104.0      686.6
  18.605    1147     3107.0      684.8
  18.622    1148     3109.6      682.8
  18.639    1149     3112.3      681.1
  18.656    1150     3115.6      679.4
  18.673    1151     3119.5      677.7
  18.689    1152     3122.7      676.2
  18.706    1153     3126.5      673.9
  18.723    1154     3129.3      672.0
  18.740    1155     3132.1      669.8
  18.757    1156     3135.8      667.9
  18.774    1157     3137.8      666.3
  18.791    1158     3140.5      664.2
  18.808    1159     3143.3      663.1
  18.824    1160     3145.7      662.3
  18.841    1161     3148.1      660.5
  18.858    1162     3150.3      659.2
  18.875    1163     3152.8      657.7
  18.892    1164     3155.8      655.9
  18.909    1165     3157.6      654.5
  18.926    1166     3159.8      651.6
  18.944    1167     3161.7      649.2
  18.960    1168     3163.3      647.1
  18.977    1169     3165.1      647.1
  18.994    1170     3167.1      645.9
  19.011    1171     3169.2      644.4
  19.028    1172     3171.0      645.4
  19.045    1173     3172.0      646.0
  19.062    1174     3171.3      647.0
  19.079    1175     3171.0      648.8
  19.096    1176     3170.1      650.4
  19.112    1177     3169.7      653.6
  19.129    1178     3168.3      655.0
  19.146    1179     3167.9      659.1
  19.163    1180     3166.4      660.3
  19.182    1181     3165.4      661.6
  19.198    1182     3162.4      660.3
  19.215    1183     3159.8      658.0
  19.232    1184     3158.0      655.6
  19.248    1185     3155.4      653.7
  19.267    1186     3152.8      652.4
  19.283    1187     3150.3      650.6
  19.300    1188     3147.8      648.7
  19.317    1189     3145.3      646.7
  19.334    1190     3143.8      645.6
  19.351    1191     3142.2      644.0
  19.367    1192     3141.1      642.7
  19.384    1193     3139.0      641.3
  19.400    1194     3138.0      641.6
  19.417    1195     3136.8      642.2
  19.434    1196     3136.3      643.0
  19.451    1197     3135.7      642.8
  19.468    1198     3135.0      643.4
  19.484    1199     3134.2      644.0
  19.501    1200     3134.7      645.2
  19.518    1201     3135.1      646.6
  19.534    1202     3134.7      646.4
  19.551    1203     3134.3      648.3
  19.568    1204     3135.4      649.0
  19.585    1205     3135.7      650.2
  19.602    1206     3136.7      651.4
  19.619    1207     3137.5      652.4
  19.636    1208     3138.8      653.6
  19.653    1209     3140.6      656.1
  19.670    1210     3142.7      659.0
  19.686    1211     3144.1      660.9
  19.703    1212     3146.5      663.6
  19.719    1213     3149.3      666.5
  19.737    1214     3151.7      669.0
  19.753    1215     3154.3      671.5
  19.770    1216     3157.2      673.8
  19.788    1217     3159.1      675.1
  19.805    1218     3162.1      675.6
  19.821    1219     3164.3      677.2
  19.840    1220     3167.2      678.4
  19.856    1221     3170.0      680.2
  19.875    1222     3171.4      679.0
  19.891    1223     3172.2      677.1
  19.908    1224     3172.8      675.2
  19.925    1225     3174.7      673.1
  19.942    1226     3175.3      671.8
  19.960    1227     3176.4      669.3
  19.976    1228     3177.6      667.1
  19.993    1229     3180.2      665.0
  20.010    1230     3182.1      662.1
  20.027    1231     3183.5      660.0
  20.044    1232     3185.1      658.1
  20.061    1233     3187.2      656.9
  20.078    1234     3187.8      655.1
  20.094    1235     3190.5      653.1
  20.111    1236     3193.2      651.1
  20.128    1237     3194.9      650.2
  20.147    1238     3198.0      652.3
  20.163    1239     3202.5      653.6
  20.180    1240     3206.7      655.2
  20.197    1241     3211.0      657.6
  20.214    1242     3215.1      659.4
  20.230    1243     3218.5      660.5
  20.247    1244     3222.2      663.7
  20.264    1245     3226.7      666.4
  20.283    1246     3230.6      668.3
  20.299    1247     3234.4      670.5
  20.316    1248     3238.1      673.4
  20.333    1249     3241.2      676.0
  20.350    1250     3244.9      679.4
  20.366    1251     3248.1      681.3
  20.383    1252     3250.7      683.4
  20.400    1253     3253.7      685.4
  20.416    1254     3256.2      687.4
  20.433    1255     3259.6      688.9
  20.450    1256     3262.5      691.7
  20.466    1257     3265.6      693.7
  20.483    1258     3268.6      695.4
  20.500    1259     3270.9      697.0
  20.516    1260     3273.2      698.4
  20.533    1261     3274.3      699.2
  20.550    1262     3276.9      701.1
  20.567    1263     3278.4      701.5
  20.584    1264     3279.2      701.3
  20.601    1265     3280.9      701.7
  20.619    1266     3282.3      701.8
  20.635    1267     3284.4      701.4
  20.653    1268     3285.9      700.1
  20.668    1269     3287.3      700.2
  20.685    1270     3289.7      700.5
  20.702    1271     3292.4      701.5
  20.719    1272     3295.3      701.6
  20.736    1273     3297.3      701.4
  20.753    1274     3299.7      702.0
  20.770    1275     3301.7      701.9
  20.787    1276     3304.9      701.3
  20.802    1277     3306.8      702.3
  20.819    1278     3308.9      703.2
  20.836    1279     3310.5      703.7
  20.853    1280     3314.5      701.3
  20.870    1281     3316.1      702.8
  20.887    1282     3317.8      704.1
  20.904    1283     3321.4      700.9
  20.921    1284     3322.2      702.7
  20.938    1285     3323.8      704.2
  20.954    1286     3325.2      705.9
  20.971    1287     3326.9      708.0
  20.988    1288     3328.4      709.6
  21.006    1289     3332.2      707.3
  21.022    1290     3333.6      709.1
  21.039    1291     3334.6      710.9
  21.056    1292     3335.4      712.2
  21.073    1293     3337.1      714.4
  21.090    1294     3338.6      717.4
  21.106    1295     3341.4      721.1
  21.122    1296     3343.7      723.7
  21.139    1297     3344.9      726.9
  21.156    1298     3347.2      730.6
  21.173    1299     3349.5      734.7
  21.190    1300     3351.3      737.0
  21.207    1301     3353.9      740.8
  21.224    1302     3355.9      743.7
  21.241    1303     3357.8      748.1
  21.257    1304     3360.1      751.6
  21.274    1305     3362.0      754.2
  21.293    1306     3363.1      757.8
  21.309    1307     3365.3      760.5
  21.326    1308     3367.3      763.8
  21.343    1309     3369.3      767.2
  21.359    1310     3371.4      771.0
  21.376    1311     3372.9      773.7
  21.392    1312     3375.4      776.9
  21.409    1313     3377.3      780.0
  21.426    1314     3379.6      782.5
  21.443    1315     3382.8      781.6
  21.460    1316     3384.3      783.8
  21.477    1317     3386.0      786.4
  21.494    1318     3388.8      788.7
  21.511    1319     3393.1      793.5
  21.529    1320     3395.9      797.2
  21.545    1321     3399.6      800.4
  21.562    1322     3403.0      803.8
  21.579    1323     3406.0      807.5
  21.596    1324     3408.2      811.9
  21.613    1325     3411.8      815.6
  21.630    1326     3414.5      819.5
  21.647    1327     3417.9      822.4
  21.664    1328     3421.9      825.0
  21.680    1329     3425.5      827.9
  21.697    1330     3428.4      829.3
  21.714    1331     3431.9      831.0
  21.731    1332     3435.1      832.2
  21.750    1333     3439.3      832.8
  21.766    1334     3443.1      833.9
  21.783    1335     3447.1      835.9
  21.800    1336     3450.5      837.7
  21.816    1337     3453.6      839.7
  21.833    1338     3455.9      841.8
  21.850    1339     3458.8      843.0
  21.867    1340     3462.0      844.7
  21.884    1341     3464.6      847.2
  21.901    1342     3468.4      849.2
  21.918    1343     3472.0      851.1
  21.935    1344     3475.2      852.7
  21.951    1345     3478.3      854.4
  21.968    1346     3481.8      856.5
  21.985    1347     3484.3      859.3
  22.002    1348     3486.9      861.0
  22.019    1349     3489.5      863.1
  22.036    1350     3491.8      865.9
  22.053    1351     3494.4      868.3
  22.070    1352     3498.2      871.2
  22.087    1353     3501.4      873.8
  22.103    1354     3503.9      876.2
  22.120    1355     3507.2      878.8
  22.137    1356     3510.4      881.8
  22.154    1357     3512.2      885.2
  22.171    1358     3515.3      887.7
  22.188    1359     3518.7      890.6
  22.205    1360     3522.1      893.7
  22.221    1361     3524.9      896.0
  22.238    1362     3527.8      897.7
  22.254    1363     3531.5      900.2
  22.271    1364     3533.9      902.9
  22.288    1365     3535.4      904.0
  22.307    1366     3537.5      904.7
  22.323    1367     3538.7      905.0
  22.340    1368     3540.0      904.5
  22.357    1369     3540.3      903.1
  22.374    1370     3540.7      902.0
  22.390    1371     3541.2      901.1
  22.407    1372     3541.1      899.4
  22.423    1373     3540.4      897.7
  22.440    1374     3539.5      896.6
  22.457    1375     3539.8      895.0
  22.474    1376     3539.3      892.5
  22.491    1377     3539.7      890.0
  22.508    1378     3540.0      888.3
  22.525    1379     3541.0      886.6
  22.541    1380     3542.2      883.8
  22.558    1381     3544.4      882.9
  22.575    1382     3545.3      880.5
  22.592    1383     3545.9      879.9
  22.609    1384     3546.4      878.4
  22.628    1385     3546.9      877.4
  22.644    1386     3548.5      877.4
  22.661    1387     3548.2      877.1
  22.677    1388     3550.0      878.0
  22.694    1389     3550.8      877.4
  22.711    1390     3551.3      876.4
  22.728    1391     3551.3      873.8
  22.745    1392     3552.8      873.4
  22.762    1393     3553.0      873.5
  22.779    1394     3555.2      872.9
  22.796    1395     3557.3      872.7
  22.812    1396     3559.5      873.2
  22.829    1397     3561.1      873.6
  22.846    1398     3563.1      874.4
  22.863    1399     3565.1      875.4
  22.880    1400     3567.5      876.5
  22.897    1401     3570.5      878.3
  22.914    1402     3574.3      879.3
  22.931    1403     3578.0      881.2
  22.948    1404     3582.0      882.7
  22.964    1405     3584.6      883.6
  22.981    1406     3588.4      885.6
  22.998    1407     3593.1      888.9
  23.015    1408     3594.5      884.9
  23.032    1409     3595.7      882.1
  23.049    1410     3596.7      879.2
  23.066    1411     3596.0      872.9
  23.083    1412     3598.1      870.3
  23.100    1413     3599.9      866.9
  23.116    1414     3599.5      860.7
  23.133    1415     3601.3      858.2
  23.150    1416     3605.0      860.1
  23.167    1417     3607.8      861.2
  23.184    1418     3610.7      863.0
  23.201    1419     3614.1      864.8
  23.218    1420     3616.9      864.6
  23.235    1421     3619.5      864.6
  23.252    1422     3622.0      865.3
  23.270    1423     3624.4      866.1
  23.286    1424     3627.4      867.8
  23.302    1425     3630.7      868.8
  23.320    1426     3634.5      869.8
  23.337    1427     3638.0      870.3
  23.353    1428     3641.5      871.7
  23.371    1429     3645.2      873.7
  23.387    1430     3648.0      875.1
  23.403    1431     3651.4      875.1
  23.421    1432     3654.7      875.5
  23.440    1433     3657.7      876.5
  23.456    1434     3659.7      877.1
  23.474    1435     3662.2      878.4
  23.491    1436     3665.0      879.2
  23.507    1437     3666.5      879.0
  23.522    1438     3668.5      880.1
  23.539    1439     3668.7      879.6
  23.556    1440     3669.9      879.2
  23.573    1441     3671.2      877.9
  23.590    1442     3672.0      876.7
  23.609    1443     3671.2      872.5
  23.626    1444     3669.8      868.3
  23.643    1445     3669.8      864.5
  23.660    1446     3670.6      861.2
  23.676    1447     3670.4      858.3
  23.693    1448     3670.6      854.3
  23.710    1449     3671.1      851.4
  23.726    1450     3670.8      848.6
  23.743    1451     3671.5      846.8
  23.760    1452     3672.3      844.8
  23.777    1453     3673.4      842.5
  23.794    1454     3674.8      841.0
  23.810    1455     3676.0      839.4
  23.827    1456     3678.1      837.3
  23.844    1457     3680.4      836.1
  23.861    1458     3684.2      838.4
  23.878    1459     3688.1      841.4
  23.894    1460     3690.3      842.3
  23.911    1461     3694.3      844.0
  23.930    1462     3695.4      841.2
  23.946    1463     3696.8      838.5
  23.963    1464     3698.6      835.6
  23.980    1465     3701.5      835.5
  23.997    1466     3704.5      835.5
  24.014    1467     3707.6      835.0
  24.030    1468     3712.9      839.1
  24.047    1469     3716.0      839.6
  24.065    1470     3719.3      839.5
  24.081    1471     3725.5      835.6
  24.097    1472     3728.9      835.7
  24.114    1473     3732.7      836.1
  24.131    1474     3735.8      835.8
  24.148    1475     3738.9      836.6
  24.165    1476     3742.0      836.1
  24.183    1477     3744.9      835.4
  24.199    1478     3748.3      835.0
  24.217    1479     3749.9      832.4
  24.232    1480     3751.6      829.5
  24.249    1481     3755.0      831.0
  24.266    1482     3756.2      827.8
  24.284    1483     3758.5      827.7
  24.300    1484     3759.8      824.9
  24.317    1485     3764.3      828.6
  24.334    1486     3767.9      829.9
  24.351    1487     3772.6      832.7
  24.367    1488     3777.0      834.5
  24.384    1489     3781.6      836.4
  24.401    1490     3786.2      838.0
  24.418    1491     3790.8      841.4
  24.435    1492     3795.4      842.9
  24.452    1493     3800.6      845.0
  24.469    1494     3803.8      846.8
  24.487    1495     3808.8      848.3
  24.503    1496     3814.0      850.6
  24.520    1497     3819.5      851.2
  24.537    1498     3823.9      852.4
  24.554    1499     3828.5      853.1
  24.571    1500     3833.4      854.0
  24.588    1501     3841.2      856.9
  24.605    1502     3848.5      859.6
  24.623    1503     3856.2      862.3
  24.639    1504     3863.8      864.4
  24.656    1505     3874.5      866.9
  24.673    1506     3881.0      868.7
  24.692    1507     3887.5      869.8
  24.708    1508     3896.2      871.5
  24.726    1509     3905.7      873.2
  24.743    1510     3914.0      874.9
  24.760    1511     3921.6      876.9
  24.776    1512     3928.7      879.0
  24.793    1513     3936.4      880.7
  24.809    1514     3943.7      882.0
  24.826    1515     3950.8      882.8
  24.843    1516     3958.6      885.0
  24.860    1517     3965.5      886.2
  24.877    1518     3973.0      887.1
  24.894    1519     3979.8      888.7
  24.910    1520     3985.9      889.4
  24.927    1521     3991.7      889.9
  24.944    1522     3997.6      890.9
  24.961    1523     4003.1      891.1
  24.978    1524     4005.8      891.0
  24.995    1525     4009.3      890.4
  25.012    1526     4011.3      889.8
  25.029    1527     4013.4      889.7
  25.045    1528     4015.7      889.8
  25.062    1529     4018.2      889.9
  25.079    1530     4020.9      890.0
  25.097    1531     4023.5      890.0
  25.114    1532     4026.6      889.9
  25.131    1533     4029.9      890.4
  25.148    1534     4033.2      890.3
  25.164    1535     4036.6      889.9
  25.181    1536     4039.8      889.7
  25.199    1537     4043.2      890.0
  25.216    1538     4044.6      886.2
  25.232    1539     4046.6      882.7
  25.249    1540     4049.1      879.4
  25.266    1541     4051.1      875.4
  25.283    1542     4053.5      871.7
  25.300    1543     4057.2      870.0
  25.317    1544     4059.2      867.4
  25.333    1545     4062.0      864.9
  25.350    1546     4065.3      862.0
  25.369    1547     4067.8      856.6
  25.385    1548     4072.7      857.4
  25.402    1549     4075.6      855.0
  25.420    1550     4077.5      851.5
  25.436    1551     4081.6      852.9
  25.453    1552     4084.6      852.0
  25.469    1553     4088.7      853.2
  25.486    1554     4092.6      854.5
  25.503    1555     4097.6      856.2
  25.520    1556     4102.1      858.4
  25.537    1557     4106.3      860.3
  25.554    1558     4111.2      862.8
  25.571    1559     4115.1      863.9
  25.588    1560     4119.6      866.8
  25.606    1561     4124.6      868.9
  25.624    1562     4129.2      871.1
  25.640    1563     4134.0      873.1
  25.658    1564     4138.7      876.5
  25.675    1565     4143.4      880.3
  25.692    1566     4147.9      883.6
  25.708    1567     4153.0      887.1
  25.725    1568     4157.6      891.0
  25.741    1569     4162.1      895.0
  25.758    1570     4165.9      899.3
  25.775    1571     4170.3      902.1
  25.792    1572     4174.4      906.5
  25.809    1573     4179.6      910.8
  25.826    1574     4183.6      914.5
  25.843    1575     4187.5      919.2
  25.860    1576     4191.7      923.6
  25.876    1577     4195.1      928.1
  25.895    1578     4194.4      920.2
  25.910    1579     4200.5      925.5
  25.927    1580     4205.4      929.2
  25.943    1581     4204.9      921.2
  25.960    1582     4206.9      918.4
  25.977    1583     4208.5      916.1
  25.994    1584     4213.5      920.9
  26.011    1585     4218.4      926.7
  26.027    1586     4220.3      925.7
  26.044    1587     4224.1      924.7
  26.061    1588     4227.7      924.9
  26.078    1589     4231.6      930.9
  26.095    1590     4234.5      931.5
  26.112    1591     4237.9      932.1
  26.129    1592     4239.1      933.6
  26.146    1593     4241.2      935.4
  26.162    1594     4244.0      936.6
  26.179    1595     4245.9      937.6
  26.196    1596     4245.2      941.2
  26.213    1597     4244.3      945.6
  26.230    1598     4242.7      949.7
  26.247    1599     4243.0      947.5
  26.264    1600     4241.6      947.2
  26.281    1601     4241.9      946.7
  26.298    1602     4241.7      945.5
  26.314    1603     4244.4      943.2
  26.331    1604     4244.0      942.3
  26.348    1605     4244.6      941.9
  26.365    1606     4244.5      941.6
  26.384    1607     4245.1      941.4
  26.400    1608     4245.8      941.4
  26.417    1609     4244.6      942.6
  26.434    1610     4243.6      944.3
  26.450    1611     4243.1      945.9
  26.467    1612     4241.3      948.2
  26.484    1613     4240.5      950.2
  26.501    1614     4239.1      953.0
  26.518    1615     4236.9      955.5
  26.535    1616     4237.3      956.7
  26.552    1617     4236.2      960.0
  26.569    1618     4233.7      963.3
  26.585    1619     4232.4      967.0
  26.602    1620     4230.5      970.7
  26.619    1621     4228.6      974.2
  26.636    1622     4229.3      975.5
  26.653    1623     4225.4      979.9
  26.669    1624     4226.4      982.3
  26.686    1625     4226.7      984.6
  26.703    1626     4223.6      987.2
  26.720    1627     4224.3      989.3
  26.740    1628     4228.5      990.3
  26.758    1629     4232.4      991.4
  26.776    1630     4233.5      992.7
  26.792    1631     4236.7      993.3
  26.809    1632     4241.2      993.8
  26.826    1633     4245.2      994.6
  26.842    1634     4249.1      995.3
  26.859    1635     4253.4      995.5
  26.876    1636     4255.8      995.7
  26.893    1637     4258.5      995.2
  26.910    1638     4262.5      994.4
  26.927    1639     4265.1      993.4
  26.944    1640     4267.7      992.4
  26.961    1641     4271.2      992.6
  26.977    1642     4274.9      992.4
  26.994    1643     4277.8      992.4
  27.011    1644     4280.5      990.5
  27.030    1645     4282.0      990.6
  27.046    1646     4285.8      990.0
  27.063    1647     4288.8      989.4
  27.080    1648     4292.6      989.5
  27.097    1649     4295.7      989.1
  27.113    1650     4298.3      989.9
  27.130    1651     4300.8      990.4
  27.147    1652     4303.5      991.1
  27.164    1653     4306.9      991.9
  27.181    1654     4309.5      992.5
  27.198    1655     4312.9      992.6
  27.215    1656     4316.1      992.6
  27.232    1657     4319.0      992.6
  27.249    1658     4323.4      992.4
  27.265    1659     4330.1      992.8
  27.282    1660     4333.3      992.0
  27.299    1661     4337.9      992.0
  27.316    1662     4344.0      992.0
  27.333    1663     4351.9      992.8
  27.350    1664     4359.5      994.4
  27.367    1665     4365.5      994.3
  27.384    1666     4369.9      994.5
  27.400    1667     4375.7      994.4
  27.417    1668     4381.0      994.4
  27.434    1669     4386.6      994.4
  27.451    1670     4395.4      996.3
  27.468    1671     4403.1      998.1
  27.485    1672     4409.1      997.6
  27.502    1673     4416.9      998.5
  27.519    1674     4425.2      999.2
  27.535    1675     4432.9      999.7
  27.552    1676     4440.7     1001.0
