Standard EKF — UWB Realtime
  Q=0.01 mm²   R=50.0 mm²
  14.087     882     2221.1      846.3
  14.104     883     2223.5      845.3
  14.121     884     2225.9      844.3
  14.138     885     2228.6      842.9
  14.155     886     2231.6      841.3
  14.172     887     2234.7      840.6
  14.189     888     2237.3      839.4
  14.205     889     2240.1      838.5
  14.222     890     2243.2      837.6
  14.239     891     2246.5      835.8
  14.256     892     2249.2      836.0
  14.273     893     2252.0      834.4
  14.290     894     2254.4      831.4
  14.307     895     2254.5      832.6
  14.324     896     2255.3      833.9
  14.341     897     2256.4      835.4
  14.357     898     2257.2      837.3
  14.374     899     2257.7      839.2
  14.391     900     2258.4      840.7
  14.408     901     2259.3      843.5
  14.425     902     2260.0      845.4
  14.442     903     2260.5      846.2
  14.459     904     2261.3      847.5
  14.476     905     2262.2      849.1
  14.492     906     2263.2      850.5
  14.509     907     2264.1      851.5
  14.526     908     2265.1      852.6
  14.543     909     2266.0      854.6
  14.560     910     2267.2      856.0
  14.577     911     2269.1      856.2
  14.594     912     2270.6      856.9
  14.611     913     2272.0      858.7
  14.628     914     2273.4      859.9
  14.644     915     2274.5      860.9
  14.661     916     2276.6      861.8
  14.678     917     2278.4      862.0
  14.695     918     2280.6      863.1
  14.712     919     2283.0      863.6
  14.729     920     2284.8      864.2
  14.746     921     2287.1      864.9
  14.763     922     2289.3      865.8
  14.780     923     2291.7      866.9
  14.795     924     2294.1      868.1
  14.815     925     2296.6      869.3
  14.831     926     2299.1      870.4
  14.847     927     2301.3      871.9
  14.864     928     2303.1      871.4
  14.881     929     2306.1      872.8
  14.898     930     2308.4      873.3
  14.915     931     2311.0      873.5
  14.930     932     2313.9      874.1
  14.947     933     2317.9      872.9
  14.964     934     2322.1      872.0
  14.981     935     2325.0      870.8
  14.998     936     2327.7      870.4
  15.015     937     2330.8      869.4
  15.032     938     2334.5      868.7
  15.050     939     2338.3      867.7
  15.066     940     2341.7      867.2
  15.083     941     2344.4      866.6
  15.100     942     2347.0      866.7
  15.118     943     2349.7      866.2
  15.134     944     2353.0      866.0
  15.151     945     2355.9      865.2
  15.168     946     2358.5      865.8
  15.185     947     2361.2      865.1
  15.202     948     2363.6      864.5
  15.218     949     2366.7      863.3
  15.235     950     2369.3      862.7
  15.252     951     2371.2      862.2
  15.271     952     2373.6      861.9
  15.287     953     2376.0      861.5
  15.305     954     2379.1      861.2
  15.322     955     2382.7      861.0
  15.339     956     2385.9      860.3
  15.355     957     2388.2      860.1
  15.372     958     2390.7      860.4
  15.389     959     2394.2      860.1
  15.406     960     2398.9      860.8
  15.422     961     2402.7      861.2
  15.439     962     2406.6      861.9
  15.456     963     2411.1      862.4
  15.473     964     2414.1      863.5
  15.490     965     2418.8      864.1
  15.506     966     2423.4      864.2
  15.523     967     2426.8      864.1
  15.540     968     2433.3      864.1
  15.557     969     2436.6      864.5
  15.574     970     2442.7      864.1
  15.591     971     2447.2      864.2
  15.608     972     2451.8      864.1
  15.625     973     2456.6      864.3
  15.641     974     2461.3      863.6
  15.658     975     2465.3      863.0
  15.675     976     2469.0      863.1
  15.693     977     2472.9      863.0
  15.712     978     2476.8      862.8
  15.728     979     2480.9      861.7
  15.745     980     2484.9      860.3
  15.762     981     2489.5      858.4
  15.778     982     2494.4      856.9
  15.794     983     2498.9      855.2
  15.811     984     2502.8      854.5
  15.828     985     2507.3      853.5
  15.845     986     2512.3      852.2
  15.862     987     2516.5      850.3
  15.879     988     2520.9      848.3
  15.896     989     2525.7      846.0
  15.912     990     2530.8      844.6
  15.928     991     2534.3      843.6
  15.945     992     2539.9      841.4
  15.962     993     2543.8      839.5
  15.980     994     2547.5      837.0
  15.996     995     2551.2      833.8
  16.013     996     2554.1      831.1
  16.030     997     2557.9      829.4
  16.047     998     2560.3      827.3
  16.063     999     2563.9      826.3
  16.080    1000     2567.0      824.6
  16.097    1001     2569.9      822.1
  16.114    1002     2572.8      819.8
  16.131    1003     2575.5      818.2
  16.148    1004     2577.6      815.6
  16.165    1005     2580.4      813.1
  16.182    1006     2583.4      810.1
  16.199    1007     2586.1      807.9
  16.215    1008     2589.3      805.7
  16.232    1009     2592.3      803.2
  16.249    1010     2595.1      800.5
  16.266    1011     2597.8      798.0
  16.283    1012     2600.9      795.7
  16.300    1013     2604.1      792.1
  16.317    1014     2606.8      789.2
  16.334    1015     2609.5      786.2
  16.350    1016     2612.8      783.0
  16.367    1017     2616.2      779.9
  16.384    1018     2618.4      776.7
  16.401    1019     2621.1      773.2
  16.418    1020     2624.1      770.4
  16.436    1021     2627.0      766.1
  16.452    1022     2630.6      763.2
  16.469    1023     2633.1      760.3
  16.485    1024     2636.4      757.4
  16.502    1025     2639.5      754.6
  16.519    1026     2642.3      751.9
  16.536    1027     2645.4      748.5
  16.553    1028     2648.8      744.9
  16.570    1029     2652.5      742.0
  16.587    1030     2656.3      738.3
  16.604    1031     2660.2      735.7
  16.621    1032     2664.1      733.5
  16.637    1033     2668.3      730.3
  16.654    1034     2672.3      727.7
  16.671    1035     2676.2      724.5
  16.688    1036     2679.9      721.2
  16.705    1037     2683.8      717.5
  16.722    1038     2688.5      714.4
  16.739    1039     2692.5      711.8
  16.756    1040     2696.5      708.9
  16.772    1041     2700.4      706.3
  16.789    1042     2704.1      703.8
  16.806    1043     2707.5      700.9
  16.823    1044     2710.6      698.3
  16.840    1045     2714.0      696.0
  16.857    1046     2718.0      693.4
  16.874    1047     2722.0      691.1
  16.891    1048     2725.4      688.4
  16.908    1049     2728.7      685.7
  16.924    1050     2732.6      683.2
  16.941    1051     2736.5      681.2
  16.958    1052     2739.9      678.5
  16.975    1053     2744.3      676.2
  16.992    1054     2748.4      673.5
  17.009    1055     2751.9      670.1
  17.026    1056     2755.7      666.7
  17.043    1057     2759.9      663.2
  17.060    1058     2763.5      659.8
  17.076    1059     2767.6      657.2
  17.093    1060     2771.5      654.2
  17.111    1061     2775.5      651.3
  17.128    1062     2779.4      646.7
  17.145    1063     2782.6      643.7
  17.162    1064     2786.1      640.2
  17.179    1065     2790.2      638.3
  17.195    1066     2793.6      634.7
  17.211    1067     2797.5      632.8
  17.228    1068     2802.0      629.4
  17.245    1069     2805.5      626.0
  17.262    1070     2810.0      623.2
  17.279    1071     2814.5      621.5
  17.296    1072     2818.2      619.2
  17.313    1073     2822.5      617.0
  17.331    1074     2826.9      614.7
  17.347    1075     2831.6      611.7
  17.364    1076     2835.6      609.8
  17.381    1077     2837.8      611.1
  17.399    1078     2843.0      607.8
  17.416    1079     2847.4      605.3
  17.433    1080     2852.8      602.0
  17.450    1081     2857.7      599.7
  17.467    1082     2862.4      597.3
  17.483    1083     2866.6      595.2
  17.500    1084     2870.7      592.9
  17.516    1085     2873.5      593.9
  17.533    1086     2877.3      592.0
  17.550    1087     2881.7      590.1
  17.567    1088     2886.0      588.3
  17.584    1089     2890.8      584.2
  17.601    1090     2892.9      585.3
  17.617    1091     2896.8      583.3
  17.634    1092     2898.8      585.6
  17.651    1093     2900.3      588.8
  17.668    1094     2901.0      591.9
  17.685    1095     2904.8      590.8
  17.702    1096     2906.2      593.8
  17.719    1097     2907.3      597.1
  17.736    1098     2908.0      600.7
  17.752    1099     2909.0      603.3
  17.769    1100     2909.9      607.0
  17.788    1101     2910.6      610.5
  17.804    1102     2910.7      614.2
  17.821    1103     2911.3      618.0
  17.838    1104     2911.6      621.3
  17.855    1105     2912.2      624.5
  17.872    1106     2912.9      627.7
  17.888    1107     2914.1      631.3
  17.905    1108     2914.9      634.1
  17.922    1109     2915.5      637.1
  17.939    1110     2917.3      640.5
  17.956    1111     2918.8      642.4
  17.973    1112     2920.3      645.7
  17.990    1113     2921.9      647.7
  18.007    1114     2923.8      650.7
  18.023    1115     2924.4      653.5
  18.040    1116     2925.1      656.6
  18.057    1117     2926.3      659.8
  18.074    1118     2927.7      661.9
  18.091    1119     2930.2      662.4
  18.108    1120     2931.7      665.7
  18.125    1121     2933.5      669.2
  18.142    1122     2934.6      671.3
  18.158    1123     2937.0      673.7
  18.175    1124     2938.6      676.2
  18.194    1125     2940.7      678.8
  18.210    1126     2942.9      681.4
  18.227    1127     2943.7      684.5
  18.244    1128     2945.2      686.5
  18.261    1129     2946.7      689.3
  18.278    1130     2948.3      691.9
  18.294    1131     2950.0      694.4
  18.311    1132     2952.4      696.7
  18.328    1133     2954.0      699.5
  18.345    1134     2956.5      701.2
  18.362    1135     2958.9      703.8
  18.379    1136     2961.0      705.8
  18.396    1137     2963.7      708.1
  18.413    1138     2966.4      709.9
  18.430    1139     2969.4      711.3
  18.448    1140     2973.6      713.2
  18.464    1141     2977.2      714.6
  18.481    1142     2979.8      716.5
  18.498    1143     2979.5      714.0
  18.515    1144     2983.1      714.5
  18.532    1145     2987.3      715.7
  18.549    1146     2990.3      717.1
  18.566    1147     2994.5      718.4
  18.582    1148     2997.4      720.7
  18.599    1149     2997.7      718.9
  18.616    1150     3000.3      720.0
  18.633    1151     3001.3      718.8
  18.650    1152     3001.1      717.8
  18.668    1153     3001.1      717.2
  18.686    1154     3001.8      716.6
  18.702    1155     3002.2      718.0
  18.719    1156     3001.7      717.9
  18.736    1157     3002.7      718.9
  18.754    1158     3002.9      719.6
  18.770    1159     3003.2      721.0
  18.787    1160     3003.5      722.7
  18.804    1161     3004.2      724.3
  18.821    1162     3004.8      726.5
  18.838    1163     3005.5      728.2
  18.854    1164     3006.1      730.2
  18.873    1165     3009.3      728.4
  18.889    1166     3010.0      730.6
  18.906    1167     3012.8      729.6
  18.926    1168     3016.1      728.7
  18.946    1169     3019.0      727.6
  18.962    1170     3020.2      729.5
  18.979    1171     3021.5      731.5
  18.995    1172     3023.6      733.1
  19.012    1173     3027.5      731.9
  19.029    1174     3029.4      732.8
  19.046    1175     3032.3      733.9
  19.063    1176     3034.2      735.4
  19.080    1177     3037.2      735.5
  19.096    1178     3039.5      736.9
  19.113    1179     3043.0      737.1
  19.130    1180     3045.8      737.2
  19.147    1181     3047.7      738.1
  19.164    1182     3050.6      738.8
  19.181    1183     3053.6      738.8
  19.198    1184     3056.1      738.3
  19.215    1185     3058.9      737.7
  19.231    1186     3062.0      736.8
  19.247    1187     3064.3      736.8
  19.264    1188     3066.8      737.9
  19.281    1189     3068.0      739.9
  19.298    1190     3071.5      740.3
  19.315    1191     3074.3      740.7
  19.332    1192     3076.9      740.0
  19.349    1193     3078.9      740.9
  19.366    1194     3081.4      741.7
  19.382    1195     3083.2      742.2
  19.399    1196     3084.6      742.6
  19.416    1197     3087.6      743.7
  19.433    1198     3089.6      746.2
  19.450    1199     3091.8      748.2
  19.469    1200     3094.2      750.0
  19.485    1201     3096.3      751.5
  19.502    1202     3097.4      751.0
  19.518    1203     3098.2      751.2
  19.535    1204     3097.5      747.8
  19.552    1205     3097.6      744.1
  19.571    1206     3097.0      740.9
  19.587    1207     3097.1      737.9
  19.604    1208     3097.1      733.9
  19.621    1209     3097.0      731.2
  19.638    1210     3097.2      727.8
  19.654    1211     3097.9      724.8
  19.670    1212     3098.8      721.8
  19.687    1213     3099.5      719.0
  19.704    1214     3099.9      716.5
  19.721    1215     3100.6      715.5
  19.737    1216     3101.6      713.5
  19.754    1217     3101.9      710.3
  19.771    1218     3102.2      707.8
  19.788    1219     3103.0      706.0
  19.805    1220     3103.7      704.8
  19.821    1221     3104.8      703.2
  19.838    1222     3107.2      703.5
  19.855    1223     3109.1      702.8
  19.874    1224     3110.5      701.5
  19.890    1225     3113.1      701.3
  19.908    1226     3115.3      701.4
  19.926    1227     3117.7      700.2
  19.942    1228     3120.5      698.8
  19.959    1229     3122.5      697.9
  19.976    1230     3125.6      696.8
  19.993    1231     3127.4      695.9
  20.010    1232     3130.0      695.4
  20.027    1233     3132.6      695.2
  20.044    1234     3135.6      695.3
  20.061    1235     3139.0      695.4
  20.077    1236     3142.0      694.9
  20.094    1237     3145.4      694.8
  20.112    1238     3149.0      695.2
  20.128    1239     3152.0      695.6
  20.145    1240     3155.3      696.3
  20.162    1241     3158.4      696.7
  20.179    1242     3161.0      696.8
  20.196    1243     3163.8      696.7
  20.212    1244     3165.5      695.3
  20.229    1245     3167.7      693.8
  20.246    1246     3169.5      691.2
  20.263    1247     3171.2      689.2
  20.280    1248     3171.9      686.6
  20.297    1249     3173.6      683.6
  20.314    1250     3174.6      681.0
  20.330    1251     3175.5      678.8
  20.348    1252     3176.6      677.0
  20.364    1253     3178.4      674.9
  20.380    1254     3179.7      673.7
  20.398    1255     3181.8      671.8
  20.415    1256     3183.1      670.3
  20.432    1257     3184.7      668.5
  20.449    1258     3186.7      667.3
  20.465    1259     3188.6      666.4
  20.482    1260     3190.0      665.6
  20.499    1261     3192.9      667.3
  20.516    1262     3194.4      667.4
  20.532    1263     3197.3      668.5
  20.549    1264     3200.6      671.4
  20.566    1265     3205.0      674.0
  20.583    1266     3207.7      677.0
  20.600    1267     3210.5      679.6
  20.618    1268     3213.8      682.5
  20.634    1269     3216.5      686.1
  20.651    1270     3219.5      689.4
  20.667    1271     3224.9      689.4
  20.684    1272     3227.4      693.6
  20.701    1273     3230.3      696.7
  20.718    1274     3232.9      700.2
  20.735    1275     3234.6      703.9
  20.753    1276     3237.3      707.9
  20.770    1277     3239.1      711.7
  20.786    1278     3241.1      715.7
  20.803    1279     3243.0      719.4
  20.820    1280     3247.7      719.2
  20.837    1281     3249.5      722.5
  20.854    1282     3250.7      724.9
  20.871    1283     3252.2      727.7
  20.888    1284     3255.2      726.7
  20.905    1285     3256.3      729.0
  20.922    1286     3259.7      727.3
  20.939    1287     3260.6      730.6
  20.956    1288     3262.9      729.3
  20.973    1289     3266.2      727.1
  20.990    1290     3268.5      725.4
  21.007    1291     3271.3      724.4
  21.023    1292     3274.7      724.0
  21.040    1293     3276.6      722.9
  21.057    1294     3279.5      720.5
  21.073    1295     3283.9      715.5
  21.090    1296     3286.8      712.8
  21.110    1297     3290.5      713.6
  21.126    1298     3293.8      713.6
  21.143    1299     3298.4      709.9
  21.160    1300     3301.1      709.8
  21.177    1301     3304.5      711.3
  21.194    1302     3307.7      712.7
  21.210    1303     3311.2      713.3
  21.228    1304     3316.8      709.5
  21.244    1305     3322.7      706.3
  21.262    1306     3326.0      705.7
  21.278    1307     3328.8      705.1
  21.295    1308     3331.6      704.6
  21.313    1309     3336.1      699.0
  21.329    1310     3338.2      697.3
  21.346    1311     3340.6      694.3
  21.365    1312     3343.0      692.7
  21.381    1313     3345.8      690.7
  21.398    1314     3345.3      692.5
  21.415    1315     3345.5      693.9
  21.431    1316     3346.3      693.9
  21.448    1317     3346.3      694.8
  21.464    1318     3346.7      695.8
  21.481    1319     3347.0      696.1
  21.498    1320     3346.8      695.8
  21.515    1321     3347.7      695.8
  21.532    1322     3348.2      695.2
  21.549    1323     3350.2      691.6
  21.566    1324     3350.8      692.0
  21.584    1325     3351.0      692.2
  21.600    1326     3351.8      692.6
  21.617    1327     3352.0      692.8
  21.634    1328     3352.4      692.3
  21.650    1329     3353.2      692.2
  21.668    1330     3353.9      692.3
  21.685    1331     3354.1      692.2
  21.700    1332     3355.7      692.8
  21.717    1333     3356.1      692.6
  21.734    1334     3357.1      692.1
  21.750    1335     3357.3      691.0
  21.767    1336     3359.3      691.7
  21.784    1337     3360.3      691.2
  21.801    1338     3362.4      692.0
  21.818    1339     3364.8      692.3
  21.835    1340     3367.6      693.1
  21.853    1341     3369.9      694.4
  21.870    1342     3371.8      696.1
  21.886    1343     3374.7      696.3
  21.904    1344     3376.9      697.0
  21.920    1345     3378.5      697.9
  21.937    1346     3381.3      699.2
  21.954    1347     3383.8      700.7
  21.974    1348     3386.4      702.1
  21.988    1349     3389.3      703.4
  22.006    1350     3393.0      706.2
  22.023    1351     3396.2      708.3
  22.041    1352     3399.4      710.3
  22.060    1353     3402.4      712.3
  22.077    1354     3405.6      713.5
  22.094    1355     3409.0      715.3
  22.111    1356     3412.4      717.7
  22.129    1357     3415.7      720.0
  22.145    1358     3419.1      721.8
  22.163    1359     3423.5      724.9
  22.182    1360     3427.7      727.9
  22.200    1361     3431.3      730.2
  22.218    1362     3435.0      732.4
  22.236    1363     3437.7      734.0
  22.253    1364     3440.4      735.6
  22.269    1365     3444.5      737.7
  22.286    1366     3447.5      739.8
  22.306    1367     3450.9      741.6
  22.325    1368     3454.1      743.5
  22.341    1369     3458.5      746.5
  22.358    1370     3462.0      749.4
  22.378    1371     3465.9      751.9
  22.401    1372     3469.7      754.3
  22.423    1373     3473.2      756.7
  22.442    1374     3476.7      759.0
  22.459    1375     3480.5      762.5
  22.480    1376     3484.6      766.0
  22.499    1377     3489.0      769.5
  22.515    1378     3492.2      772.2
  22.530    1379     3495.2      774.6
  22.547    1380     3498.2      777.9
  22.563    1381     3501.9      781.1
  22.580    1382     3504.7      784.3
  22.596    1383     3507.4      787.3
  22.613    1384     3510.6      789.8
  22.630    1385     3512.8      792.3
  22.647    1386     3515.1      794.1
  22.664    1387     3516.6      794.2
  22.682    1388     3518.0      794.1
  22.698    1389     3523.0      791.9
  22.714    1390     3524.2      791.0
  22.731    1391     3524.9      790.8
  22.748    1392     3526.2      791.2
  22.765    1393     3527.6      790.4
  22.782    1394     3527.8      788.5
  22.799    1395     3528.0      786.4
  22.817    1396     3528.4      783.1
  22.834    1397     3529.0      781.7
  22.850    1398     3529.7      780.7
  22.867    1399     3529.7      778.5
  22.884    1400     3529.4      776.1
  22.901    1401     3529.2      773.9
  22.918    1402     3529.5      772.4
  22.937    1403     3530.2      771.1
  22.953    1404     3531.4      770.2
  22.970    1405     3531.7      770.7
  22.986    1406     3535.2      767.2
  23.003    1407     3535.9      766.8
  23.019    1408     3536.0      766.6
  23.036    1409     3535.9      765.5
  23.053    1410     3536.2      766.3
  23.071    1411     3536.0      767.2
  23.087    1412     3535.7      768.0
  23.104    1413     3536.4      769.7
  23.122    1414     3538.2      770.2
  23.138    1415     3541.1      767.2
  23.155    1416     3541.6      768.3
  23.172    1417     3542.8      769.7
  23.189    1418     3543.9      772.0
  23.206    1419     3545.0      774.1
  23.222    1420     3547.4      775.7
  23.239    1421     3549.6      778.0
  23.256    1422     3551.2      780.3
  23.272    1423     3553.7      782.6
  23.289    1424     3557.1      784.4
  23.306    1425     3559.4      787.0
  23.323    1426     3561.6      789.0
  23.340    1427     3564.9      791.1
  23.357    1428     3565.6      788.5
  23.375    1429     3565.6      786.2
  23.393    1430     3566.6      784.3
  23.410    1431     3566.6      778.8
  23.426    1432     3566.3      773.4
  23.445    1433     3568.3      771.4
  23.461    1434     3570.1      770.0
  23.478    1435     3570.0      765.8
  23.495    1436     3571.1      761.9
  23.512    1437     3576.2      757.7
  23.529    1438     3578.1      756.3
  23.545    1439     3580.6      756.5
  23.562    1440     3583.4      756.3
  23.579    1441     3586.2      756.9
  23.596    1442     3589.2      757.4
  23.613    1443     3591.4      757.4
  23.630    1444     3594.9      759.8
  23.647    1445     3598.0      760.6
  23.664    1446     3600.7      761.4
  23.680    1447     3607.2      758.5
  23.697    1448     3610.4      759.7
  23.714    1449     3614.3      761.4
  23.731    1450     3619.6      756.8
  23.748    1451     3622.7      758.3
  23.764    1452     3625.6      760.0
  23.781    1453     3627.6      760.9
  23.799    1454     3628.7      761.6
  23.815    1455     3630.8      762.9
  23.832    1456     3632.4      763.5
  23.849    1457     3633.2      763.6
  23.868    1458     3636.1      758.5
  23.884    1459     3636.9      757.3
  23.901    1460     3639.9      752.0
  23.920    1461     3640.8      745.2
  23.937    1462     3640.4      742.1
  23.953    1463     3640.3      740.0
  23.970    1464     3640.5      737.3
  23.987    1465     3640.4      734.9
  24.004    1466     3640.8      731.8
  24.020    1467     3641.0      730.1
  24.037    1468     3642.2      727.4
  24.055    1469     3642.6      724.4
  24.071    1470     3643.1      722.6
  24.090    1471     3644.1      722.0
  24.108    1472     3645.6      720.5
  24.126    1473     3647.4      718.4
  24.142    1474     3649.0      717.2
  24.159    1475     3649.6      715.9
  24.176    1476     3651.3      715.9
  24.193    1477     3654.6      718.1
  24.211    1478     3659.0      719.9
  24.227    1479     3663.5      723.1
  24.244    1480     3666.7      724.3
  24.263    1481     3667.7      722.5
  24.279    1482     3671.5      723.6
  24.297    1483     3674.4      724.5
  24.315    1484     3678.4      724.7
  24.333    1485     3682.9      726.5
  24.351    1486     3686.8      727.5
  24.369    1487     3690.3      727.9
  24.388    1488     3694.4      728.4
  24.404    1489     3698.9      729.1
  24.422    1490     3703.0      730.0
  24.439    1491     3706.8      730.5
  24.456    1492     3710.2      730.4
  24.475    1493     3712.7      729.3
  24.494    1494     3716.1      729.5
  24.510    1495     3720.6      729.9
  24.533    1496     3725.0      730.2
  24.549    1497     3728.3      730.2
  24.567    1498     3732.5      731.9
  24.585    1499     3736.6      734.1
  24.601    1500     3741.7      735.2
  24.618    1501     3746.2      736.8
  24.635    1502     3750.1      738.1
  24.654    1503     3753.7      740.3
  24.671    1504     3757.3      744.1
  24.689    1505     3761.3      746.9
  24.705    1506     3764.8      749.2
  24.727    1507     3769.1      752.1
  24.742    1508     3772.9      754.3
  24.759    1509     3778.4      756.6
  24.778    1510     3783.7      759.2
  24.795    1511     3788.5      761.9
  24.812    1512     3793.5      763.8
  24.827    1513     3806.1      760.4
  24.844    1514     3810.9      762.6
  24.861    1515     3821.4      765.4
  24.878    1516     3833.7      768.7
  24.894    1517     3842.2      771.9
  24.911    1518     3851.9      773.7
  24.928    1519     3864.2      777.7
  24.945    1520     3875.5      781.8
  24.961    1521     3886.7      785.4
  24.980    1522     3897.6      788.9
  24.995    1523     3907.8      792.7
  25.012    1524     3918.1      796.0
  25.029    1525     3923.3      797.5
  25.046    1526     3923.2      798.1
  25.063    1527     3932.8      801.2
  25.080    1528     3941.4      804.3
  25.097    1529     3948.5      806.7
  25.113    1530     3955.1      807.6
  25.130    1531     3961.3      808.3
  25.147    1532     3967.6      810.5
  25.164    1533     3973.6      813.2
  25.180    1534     3979.9      815.9
  25.203    1535     3986.2      818.5
  25.224    1536     3992.3      821.1
  25.244    1537     3998.2      823.7
  25.266    1538     4004.2      826.2
  25.284    1539     4011.1      828.1
  25.300    1540     4016.8      829.6
  25.317    1541     4020.0      830.4
  25.334    1542     4023.1      831.5
  25.351    1543     4024.5      832.4
  25.368    1544     4027.1      832.8
  25.384    1545     4029.0      833.8
  25.401    1546     4031.1      834.8
  25.423    1547     4033.4      835.9
  25.440    1548     4035.7      837.0
  25.458    1549     4038.0      838.1
  25.476    1550     4041.7      840.5
  25.496    1551     4045.1      842.6
  25.519    1552     4048.4      844.7
  25.536    1553     4052.7      846.8
  25.556    1554     4057.2      848.7
  25.577    1555     4061.5      850.6
  25.595    1556     4066.4      852.2
  25.611    1557     4070.2      853.8
  25.630    1558     4073.9      854.6
  25.647    1559     4077.6      855.5
  25.666    1560     4078.1      850.3
  25.685    1561     4079.3      844.9
  25.701    1562     4083.1      845.6
  25.722    1563     4086.7      845.9
  25.740    1564     4088.7      843.9
  25.758    1565     4091.3      844.6
  25.775    1566     4094.8      846.2
  25.791    1567     4098.0      847.5
  25.808    1568     4101.0      847.6
  25.829    1569     4104.1      847.8
  25.845    1570     4109.9      849.8
  25.865    1571     4114.1      852.3
  25.881    1572     4119.6      854.0
  25.898    1573     4125.6      856.7
  25.915    1574     4131.7      859.3
  25.932    1575     4137.1      861.6
  25.951    1576     4142.9      864.0
  25.967    1577     4149.3      867.0
  25.985    1578     4154.6      869.5
  26.005    1579     4160.4      872.2
  26.023    1580     4165.9      875.3
  26.044    1581     4171.3      878.4
  26.061    1582     4177.7      881.4
  26.081    1583     4184.5      883.9
  26.100    1584     4190.5      884.7
  26.117    1585     4196.8      887.0
  26.135    1586     4202.5      889.5
  26.158    1587     4208.1      891.8
  26.181    1588     4213.5      894.2
  26.203    1589     4218.9      896.5
  26.220    1590     4223.4      896.8
  26.237    1591     4226.9      894.6
  26.254    1592     4229.9      893.7
  26.271    1593     4232.9      892.2
  26.288    1594     4235.4      891.1
  26.304    1595     4238.0      889.6
  26.321    1596     4244.0      886.3
  26.341    1597     4249.8      882.9
  26.359    1598     4255.5      879.5
  26.379    1599     4257.7      879.9
  26.399    1600     4259.9      880.4
  26.417    1601     4262.7      881.2
  26.433    1602     4266.6      881.9
  26.455    1603     4270.8      882.5
  26.471    1604     4274.7      884.5
  26.488    1605     4277.2      887.8
  26.505    1606     4279.5      887.1
  26.522    1607     4282.3      886.1
  26.539    1608     4282.8      881.4
  26.556    1609     4284.7      881.2
  26.574    1610     4287.1      881.1
  26.592    1611     4289.6      881.0
  26.608    1612     4289.9      877.0
  26.624    1613     4290.7      873.8
  26.641    1614     4291.4      870.8
  26.658    1615     4292.9      868.3
  26.675    1616     4295.6      867.0
  26.692    1617     4297.4      864.6
  26.709    1618     4296.8      863.4
  26.725    1619     4298.3      861.2
  26.742    1620     4300.2      860.5
  26.759    1621     4302.7      860.1
  26.776    1622     4305.5      861.2
  26.799    1623     4308.2      862.2
  26.820    1624     4310.9      863.3
  26.843    1625     4313.6      864.3
  26.860    1626     4320.8      867.5
  26.876    1627     4323.7      867.5
  26.893    1628     4331.6      870.3
  26.910    1629     4339.3      871.6
  26.927    1630     4346.9      873.9
  26.944    1631     4353.3      876.8
  26.961    1632     4359.3      880.4
  26.978    1633     4366.0      883.3
  26.995    1634     4372.5      885.9
  27.011    1635     4374.2      887.7
  27.028    1636     4377.0      889.7
  27.045    1637     4374.8      890.3
  27.062    1638     4378.1      892.4
  27.079    1639     4376.1      892.5
  27.096    1640     4378.4      894.8
  27.118    1641     4381.2      896.8
  27.134    1642     4379.5      896.6
  27.151    1643     4376.8      898.6
  27.168    1644     4378.9      900.3
  27.185    1645     4376.7      901.2
  27.202    1646     4375.5      902.2
  27.219    1647     4373.3      903.5
  27.236    1648     4370.9      904.4
  27.253    1649     4369.8      905.8
  27.269    1650     4367.8      907.0
  27.286    1651     4365.7      907.5
  27.303    1652     4365.6      909.6
  27.320    1653     4365.5      909.9
  27.337    1654     4365.0      911.4
  27.354    1655     4363.6      913.1
  27.371    1656     4364.1      914.8
  27.387    1657     4362.7      914.9
  27.404    1658     4361.3      916.3
  27.421    1659     4364.7      919.4
  27.438    1660     4368.0      922.0
  27.455    1661     4370.8      923.4
  27.472    1662     4371.7      925.0
  27.489    1663     4376.4      926.9
  27.505    1664     4378.6      927.5
  27.523    1665     4383.9      929.6
  27.539    1666     4388.5      931.0
  27.555    1667     4394.0      932.7
  27.573    1668     4397.0      934.0
  27.589    1669     4399.4      934.6
  27.611    1670     4402.4      934.8
  27.634    1671     4405.2      935.1
  27.655    1672     4407.7      935.6
  27.675    1673     4410.3      936.3
  27.691    1674     4413.2      937.4
  27.708    1675     4414.9      939.2
  27.725    1676     4419.6      941.8
  27.741    1677     4424.9      944.0
  27.758    1678     4427.2      945.1
  27.775    1679     4431.1      946.2
  27.793    1680     4432.7      947.9
  27.809    1681     4435.5      949.6
  27.826    1682     4437.5      950.0
  27.843    1683     4438.2      949.9
  27.860    1684     4442.2      951.9
  27.878    1685     4446.7      954.0
  27.895    1686     4450.6      955.6
  27.911    1687     4452.8      956.7
  27.935    1688     4455.0      957.7
  27.951    1689     4457.7      958.6
  27.969    1690     4460.1      960.0
  27.985    1691     4463.2      961.8
  28.002    1692     4465.6      962.9
  28.019    1693     4470.8      966.8
  28.036    1694     4472.6      969.3
  28.054    1695     4477.4      972.5
  28.069    1696     4483.1      975.2
  28.086    1697     4487.0      971.7
  28.103    1698     4492.2      975.0
  28.121    1699     4495.3      973.0
  28.138    1700     4493.2      968.7
  28.155    1701     4498.4      972.0
  28.170    1702     4504.4      975.0
  28.187    1703     4510.7      977.1
  28.204    1704     4513.9      974.0
  28.223    1705     4516.5      969.5
  28.243    1706     4519.0      965.0
  28.264    1707     4521.7      960.5
  28.285    1708     4524.2      956.1
  28.308    1709     4526.8      951.7
