timestamp_s,anchor_id,distance_mm,v_mm_s,heading_deg
99.2444,0x1002,2120.00,167.69,97.31
99.2455,0x1003,6613.00,167.69,97.31
99.2466,0x1004,7702.00,167.69,97.31
99.2602,0x1001,3884.00,167.69,97.31
99.2628,0x1002,2158.00,170.40,97.31
99.2639,0x1003,6623.00,170.40,97.31
99.2650,0x1004,8049.00,170.40,97.31
99.2772,0x1001,3846.00,170.40,97.31
99.2783,0x1002,2092.00,170.40,97.31
99.2794,0x1003,6707.00,170.40,97.31
99.2805,0x1004,7627.00,170.40,97.31
99.2942,0x1001,3508.00,170.40,97.31
99.2953,0x1002,2026.00,170.40,97.31
99.2963,0x1003,6632.00,170.40,97.31
99.2974,0x1004,7664.00,170.40,97.31
99.3111,0x1001,3461.00,170.40,97.31
99.3136,0x1002,2054.00,159.58,97.19
99.3147,0x1003,6679.00,159.58,97.19
99.3158,0x1004,7617.00,159.58,97.19
99.3280,0x1001,3518.00,159.58,97.19
99.3291,0x1002,2101.00,159.58,97.19
99.3302,0x1003,6623.00,159.58,97.19
99.3313,0x1004,7608.00,159.58,97.19
99.3444,0x1001,3452.00,159.58,97.19
99.3455,0x1002,2195.00,159.58,97.19
99.3466,0x1003,6670.00,159.58,97.19
99.3477,0x1004,7645.00,159.58,97.19
99.3630,0x1001,3405.00,170.40,97.06
99.3640,0x1002,2139.00,170.40,97.06
99.3652,0x1003,6679.00,170.40,97.06
99.3662,0x1004,7617.00,170.40,97.06
99.3778,0x1001,3649.00,170.40,97.06
99.3788,0x1002,2026.00,170.40,97.06
99.3798,0x1003,6623.00,170.40,97.06
99.3807,0x1004,7655.00,170.40,97.06
99.3946,0x1001,3621.00,170.40,97.06
99.3956,0x1002,2073.00,170.40,97.06
99.3965,0x1003,6651.00,170.40,97.06
99.3975,0x1004,7664.00,170.40,97.06
99.4126,0x1001,3771.00,170.40,97.06
99.4147,0x1002,2120.00,164.99,97.06
99.4157,0x1003,6679.00,164.99,97.06
99.4167,0x1004,7664.00,164.99,97.06
99.4286,0x1001,3743.00,164.99,97.06
99.4296,0x1002,2083.00,164.99,97.06
99.4306,0x1003,6688.00,164.99,97.06
99.4315,0x1004,7692.00,164.99,97.06
99.4456,0x1001,3705.00,164.99,97.06
99.4465,0x1002,2083.00,164.99,97.06
99.4475,0x1003,6651.00,164.99,97.06
99.4485,0x1004,7702.00,164.99,97.06
99.4638,0x1001,3612.00,164.99,96.94
99.4647,0x1002,2129.00,164.99,96.94
99.4657,0x1003,6660.00,164.99,96.94
99.4667,0x1004,7673.00,164.99,96.94
99.4795,0x1001,3583.00,164.99,96.94
99.4806,0x1002,2148.00,164.99,96.94
99.4817,0x1003,6632.00,164.99,96.94
99.4827,0x1004,7598.00,164.99,96.94
99.4964,0x1001,3677.00,164.99,96.94
99.4976,0x1002,2073.00,164.99,96.94
99.4987,0x1003,6660.00,164.99,96.94
99.4997,0x1004,7683.00,164.99,96.94
99.5143,0x1001,3452.00,162.28,96.87
99.5154,0x1002,2148.00,162.28,96.87
99.5165,0x1003,6651.00,162.28,96.87
99.5176,0x1004,7739.00,162.28,96.87
99.5297,0x1001,3583.00,162.28,96.87
99.5308,0x1002,2111.00,162.28,96.87
99.5318,0x1003,6632.00,162.28,96.87
99.5329,0x1004,7589.00,162.28,96.87
99.5467,0x1001,3555.00,162.28,96.87
99.5478,0x1002,2139.00,162.28,96.87
99.5488,0x1003,6660.00,162.28,96.87
99.5499,0x1004,7655.00,162.28,96.87
99.5637,0x1001,3499.00,164.99,96.75
99.5647,0x1002,2139.00,164.99,96.75
99.5658,0x1003,6670.00,164.99,96.75
99.5669,0x1004,7636.00,164.99,96.75
99.5806,0x1001,3602.00,164.99,96.75
99.5816,0x1002,2111.00,164.99,96.75
99.5825,0x1003,6670.00,164.99,96.75
99.5834,0x1004,7720.00,164.99,96.75
99.5976,0x1001,3527.00,164.99,96.75
99.5985,0x1002,2092.00,164.99,96.75
99.5995,0x1003,6698.00,164.99,96.75
99.6004,0x1004,7739.00,164.99,96.75
99.6146,0x1001,3630.00,164.99,96.69
99.6155,0x1002,2101.00,164.99,96.69
99.6165,0x1003,6745.00,164.99,96.69
99.6175,0x1004,7739.00,164.99,96.69
99.6325,0x1001,3433.00,164.99,96.69
99.6335,0x1002,2129.00,164.99,96.69
99.6345,0x1003,6735.00,164.99,96.69
99.6354,0x1004,7739.00,164.99,96.69
99.6486,0x1001,3415.00,164.99,96.69
99.6496,0x1002,2139.00,164.99,96.69
99.6505,0x1003,6773.00,164.99,96.69
99.6515,0x1004,7645.00,164.99,96.69
99.6656,0x1001,3349.00,173.10,96.62
99.6666,0x1002,2139.00,173.10,96.62
99.6676,0x1003,6726.00,173.10,96.62
99.6685,0x1004,7702.00,173.10,96.62
99.6827,0x1001,3405.00,173.10,96.62
99.6838,0x1002,2139.00,173.10,96.62
99.6849,0x1003,6782.00,173.10,96.62
99.6860,0x1004,7683.00,173.10,96.62
99.6998,0x1001,3752.00,173.10,96.62
99.7009,0x1002,2167.00,173.10,96.62
99.7020,0x1003,6735.00,173.10,96.62
99.7031,0x1004,7673.00,173.10,96.62
99.7177,0x1001,3321.00,162.28,96.44
99.7187,0x1002,2148.00,162.28,96.44
99.7201,0x1003,6773.00,162.28,96.44
99.7212,0x1004,7673.00,162.28,96.44
99.7347,0x1001,3321.00,162.28,96.44
99.7358,0x1002,2158.00,162.28,96.44
99.7368,0x1003,6726.00,162.28,96.44
99.7379,0x1004,7730.00,162.28,96.44
99.7507,0x1001,3396.00,162.28,96.44
99.7518,0x1002,2129.00,162.28,96.44
99.7529,0x1003,6726.00,162.28,96.44
99.7540,0x1004,7692.00,162.28,96.44
99.7677,0x1001,3734.00,162.28,96.25
99.7688,0x1002,2186.00,162.28,96.25
99.7699,0x1003,6763.00,162.28,96.25
99.7716,0x1004,7711.00,162.28,96.25
99.7845,0x1001,3415.00,162.28,96.25
99.7855,0x1002,2148.00,162.28,96.25
99.7865,0x1003,6726.00,162.28,96.25
99.7874,0x1004,7730.00,162.28,96.25
99.8015,0x1001,3705.00,162.28,96.25
99.8025,0x1002,2176.00,162.28,96.25
99.8034,0x1003,6754.00,162.28,96.25
99.8044,0x1004,7702.00,162.28,96.25
99.8185,0x1001,3368.00,167.69,96.12
99.8195,0x1002,2158.00,167.69,96.12
99.8204,0x1003,6820.00,167.69,96.12
99.8214,0x1004,7664.00,167.69,96.12
99.8375,0x1001,4024.00,167.69,96.12
99.8385,0x1002,2167.00,167.69,96.12
99.8394,0x1003,6782.00,167.69,96.12
99.8404,0x1004,7664.00,167.69,96.12
99.8535,0x1001,3368.00,167.69,96.12
99.8545,0x1002,2148.00,167.69,96.12
99.8554,0x1003,6782.00,167.69,96.12
99.8564,0x1004,7702.00,167.69,96.12
99.8705,0x1001,3996.00,162.28,95.94
99.8715,0x1002,2186.00,162.28,95.94
99.8724,0x1003,6754.00,162.28,95.94
99.8734,0x1004,7692.00,162.28,95.94
99.8876,0x1001,3790.00,162.28,95.94
99.8887,0x1002,2176.00,162.28,95.94
99.8898,0x1003,6839.00,162.28,95.94
99.8909,0x1004,7777.00,162.28,95.94
99.9036,0x1001,3368.00,162.28,95.94
99.9047,0x1002,2139.00,162.28,95.94
99.9058,0x1003,6848.00,162.28,95.94
99.9069,0x1004,7730.00,162.28,95.94
99.9206,0x1001,3537.00,159.58,95.69
99.9217,0x1002,2148.00,159.58,95.69
99.9228,0x1003,6820.00,159.58,95.69
99.9239,0x1004,7786.00,159.58,95.69
99.9376,0x1001,3677.00,159.58,95.69
99.9390,0x1002,2120.00,159.58,95.69
99.9418,0x1003,6773.00,159.58,95.69
99.9429,0x1004,7814.00,159.58,95.69
99.9546,0x1001,3377.00,159.58,95.69
99.9557,0x1002,2111.00,159.58,95.69
99.9568,0x1003,6745.00,159.58,95.69
99.9579,0x1004,7861.00,159.58,95.69
99.9721,0x1001,3358.00,156.87,95.25
99.9734,0x1002,2111.00,156.87,95.25
99.9745,0x1003,6810.00,156.87,95.25
99.9755,0x1004,7936.00,156.87,95.25
99.9881,0x1001,3386.00,156.87,95.25
99.9891,0x1002,2148.00,156.87,95.25
99.9900,0x1003,6810.00,156.87,95.25
99.9910,0x1004,7974.00,156.87,95.25
100.0061,0x1001,3358.00,156.87,95.25
100.0071,0x1002,2139.00,156.87,95.25
100.0080,0x1003,6810.00,156.87,95.25
100.0090,0x1004,7974.00,156.87,95.25
100.0228,0x1001,3415.00,156.87,94.75
100.0237,0x1002,2092.00,156.87,94.75
100.0247,0x1003,6839.00,156.87,94.75
100.0257,0x1004,8077.00,156.87,94.75
100.0410,0x1001,3349.00,156.87,94.75
100.0420,0x1002,2186.00,156.87,94.75
100.0429,0x1003,6876.00,156.87,94.75
100.0439,0x1004,8077.00,156.87,94.75
100.0571,0x1001,3368.00,156.87,94.75
100.0581,0x1002,2120.00,156.87,94.75
100.0590,0x1003,6773.00,156.87,94.75
100.0600,0x1004,8096.00,156.87,94.75
100.0741,0x1001,3283.00,156.87,94.37
100.0751,0x1002,2139.00,156.87,94.37
100.0762,0x1003,6857.00,156.87,94.37
100.0773,0x1004,8302.00,156.87,94.37
100.0911,0x1001,3349.00,156.87,94.37
100.0922,0x1002,2158.00,156.87,94.37
100.0933,0x1003,6820.00,156.87,94.37
100.0944,0x1004,8330.00,156.87,94.37
100.1081,0x1001,3274.00,156.87,94.37
100.1092,0x1002,2139.00,156.87,94.37
100.1102,0x1003,6839.00,156.87,94.37
100.1120,0x1004,8302.00,156.87,94.37
100.1252,0x1001,3283.00,156.87,94.12
100.1263,0x1002,2120.00,156.87,94.12
100.1274,0x1003,6848.00,156.87,94.12
100.1285,0x1004,8743.00,156.87,94.12
100.1420,0x1001,3227.00,156.87,94.12
100.1430,0x1002,2139.00,156.87,94.12
100.1441,0x1003,6839.00,156.87,94.12
100.1452,0x1004,8358.00,156.87,94.12
100.1589,0x1001,3987.00,156.87,94.12
100.1600,0x1002,2158.00,156.87,94.12
100.1613,0x1003,6904.00,156.87,94.12
100.1644,0x1004,8405.00,156.87,93.94
100.1754,0x1001,3330.00,156.87,93.94
100.1765,0x1002,2176.00,156.87,93.94
100.1775,0x1003,6820.00,156.87,93.94
100.1785,0x1004,8114.00,156.87,93.94
100.1921,0x1001,3396.00,156.87,93.94
100.1931,0x1002,2148.00,156.87,93.94
100.1940,0x1003,6820.00,156.87,93.94
100.1950,0x1004,8358.00,156.87,93.94
100.2109,0x1001,3405.00,156.87,93.94
100.2136,0x1002,2139.00,156.87,93.94
100.2155,0x1003,6820.00,151.46,93.56
100.2166,0x1004,8058.00,151.46,93.56
100.2265,0x1001,3555.00,151.46,93.56
100.2274,0x1002,2129.00,151.46,93.56
100.2284,0x1003,6848.00,151.46,93.56
100.2294,0x1004,8405.00,151.46,93.56
100.2435,0x1001,3537.00,151.46,93.56
100.2444,0x1002,2129.00,151.46,93.56
100.2454,0x1003,6829.00,151.46,93.56
100.2464,0x1004,7702.00,151.46,93.56
100.2605,0x1001,3593.00,151.46,93.56
100.2620,0x1002,2129.00,151.46,93.56
100.2644,0x1003,6867.00,151.46,93.12
100.2654,0x1004,8142.00,151.46,93.12
100.2784,0x1001,3677.00,151.46,93.12
100.2794,0x1002,2120.00,151.46,93.12
100.2804,0x1003,6867.00,151.46,93.12
100.2813,0x1004,7683.00,151.46,93.12
100.2954,0x1001,3762.00,151.46,93.12
100.2964,0x1002,2148.00,151.46,93.12
100.2973,0x1003,6848.00,151.46,93.12
100.2983,0x1004,7608.00,151.46,93.12
100.3117,0x1001,3921.00,151.46,93.12
100.3143,0x1002,2195.00,151.46,93.12
100.3155,0x1003,6904.00,143.35,92.69
100.3165,0x1004,8039.00,143.35,92.69
100.3285,0x1001,3977.00,143.35,92.69
100.3295,0x1002,2129.00,143.35,92.69
100.3304,0x1003,6792.00,143.35,92.69
100.3314,0x1004,7608.00,143.35,92.69
100.3454,0x1001,3912.00,143.35,92.69
100.3464,0x1002,2167.00,143.35,92.69
100.3473,0x1003,6829.00,143.35,92.69
100.3483,0x1004,7570.00,143.35,92.69
100.3639,0x1001,3921.00,143.35,92.25
100.3648,0x1002,2167.00,143.35,92.25
100.3658,0x1003,6801.00,143.35,92.25
100.3668,0x1004,7570.00,143.35,92.25
100.3786,0x1001,3902.00,143.35,92.25
100.3796,0x1002,2176.00,143.35,92.25
100.3807,0x1003,6829.00,143.35,92.25
100.3818,0x1004,7551.00,143.35,92.25
100.3955,0x1001,3884.00,143.35,92.25
100.3966,0x1002,2139.00,143.35,92.25
100.3977,0x1003,6810.00,143.35,92.25
100.3988,0x1004,7523.00,143.35,92.25
100.4142,0x1001,3818.00,143.35,91.69
100.4153,0x1002,2148.00,143.35,91.69
100.4164,0x1003,6829.00,143.35,91.69
100.4175,0x1004,7523.00,143.35,91.69
100.4299,0x1001,3396.00,143.35,91.69
100.4310,0x1002,2148.00,143.35,91.69
100.4321,0x1003,6839.00,143.35,91.69
100.4332,0x1004,7505.00,143.35,91.69
100.4469,0x1001,3405.00,143.35,91.69
100.4480,0x1002,2176.00,143.35,91.69
100.4491,0x1003,6820.00,143.35,91.69
100.4501,0x1004,7542.00,143.35,91.69
100.4643,0x1001,3424.00,140.64,91.31
100.4654,0x1002,2204.00,140.64,91.31
100.4664,0x1003,6782.00,140.64,91.31
100.4675,0x1004,7448.00,140.64,91.31
100.4794,0x1001,3368.00,140.64,91.31
100.4803,0x1002,2204.00,140.64,91.31
100.4813,0x1003,6763.00,140.64,91.31
100.4823,0x1004,7476.00,140.64,91.31
100.4964,0x1001,3358.00,140.64,91.31
100.4974,0x1002,2195.00,140.64,91.31
100.4984,0x1003,6782.00,140.64,91.31
100.4993,0x1004,7458.00,140.64,91.31
100.5134,0x1001,3321.00,151.46,90.94
100.5144,0x1002,2223.00,151.46,90.94
100.5153,0x1003,6792.00,151.46,90.94
100.5163,0x1004,7439.00,151.46,90.94
100.5304,0x1001,3405.00,151.46,90.94
100.5314,0x1002,2176.00,151.46,90.94
100.5323,0x1003,6754.00,151.46,90.94
100.5333,0x1004,7439.00,151.46,90.94
100.5474,0x1001,3415.00,151.46,90.94
100.5483,0x1002,2167.00,151.46,90.94
100.5493,0x1003,6801.00,151.46,90.94
100.5503,0x1004,7495.00,151.46,90.94
100.5644,0x1001,3377.00,164.99,90.69
100.5654,0x1002,2148.00,164.99,90.69
100.5663,0x1003,6810.00,164.99,90.69
100.5673,0x1004,7523.00,164.99,90.69
100.5835,0x1001,3377.00,164.99,90.69
100.5846,0x1002,2223.00,164.99,90.69
100.5857,0x1003,6810.00,164.99,90.69
100.5867,0x1004,7523.00,164.99,90.69
100.6015,0x1001,3396.00,164.99,90.69
100.6026,0x1002,2233.00,164.99,90.69
100.6036,0x1003,6810.00,164.99,90.69
100.6047,0x1004,7533.00,164.99,90.69
100.6175,0x1001,3340.00,162.28,90.62
100.6189,0x1002,2214.00,162.28,90.62
100.6199,0x1003,6754.00,162.28,90.62
100.6210,0x1004,7561.00,162.28,90.62
100.6345,0x1001,3565.00,162.28,90.62
100.6356,0x1002,2233.00,162.28,90.62
100.6366,0x1003,6754.00,162.28,90.62
100.6377,0x1004,8086.00,162.28,90.62
100.6545,0x1001,3518.00,162.28,90.62
100.6556,0x1002,2242.00,162.28,90.62
100.6567,0x1003,6754.00,162.28,90.62
100.6578,0x1004,8086.00,162.28,90.62
100.6725,0x1001,3518.00,162.28,90.75
100.6736,0x1002,2280.00,162.28,90.75
100.6747,0x1003,6745.00,162.28,90.75
100.6758,0x1004,7514.00,162.28,90.75
100.6885,0x1001,3752.00,162.28,90.75
100.6896,0x1002,2233.00,162.28,90.75
100.6907,0x1003,6773.00,162.28,90.75
100.6918,0x1004,7570.00,162.28,90.75
100.7055,0x1001,3565.00,162.28,90.75
100.7066,0x1002,2242.00,162.28,90.75
100.7076,0x1003,6745.00,162.28,90.75
100.7087,0x1004,7580.00,162.28,90.75
100.7245,0x1001,3565.00,164.99,90.75
100.7257,0x1002,2214.00,164.99,90.75
100.7268,0x1003,6698.00,164.99,90.75
100.7279,0x1004,7561.00,164.99,90.75
100.7405,0x1001,3246.00,164.99,90.75
100.7416,0x1002,2214.00,164.99,90.75
100.7427,0x1003,6735.00,164.99,90.75
100.7437,0x1004,7542.00,164.99,90.75
100.7575,0x1001,3424.00,164.99,90.75
100.7586,0x1002,2214.00,164.99,90.75
100.7596,0x1003,6735.00,164.99,90.75
100.7607,0x1004,7533.00,164.99,90.75
100.7755,0x1001,3415.00,162.28,90.81
100.7766,0x1002,2186.00,162.28,90.81
100.7777,0x1003,6735.00,162.28,90.81
100.7788,0x1004,7589.00,162.28,90.81
100.7985,0x1001,3415.00,162.28,90.81
100.7996,0x1002,2186.00,162.28,90.81
100.8007,0x1003,6735.00,162.28,90.81
100.8018,0x1004,7589.00,162.28,90.81
100.8145,0x1001,3424.00,164.99,90.75
100.8156,0x1002,2223.00,164.99,90.75
100.8166,0x1003,6717.00,164.99,90.75
100.8177,0x1004,7608.00,164.99,90.75
100.8305,0x1001,3508.00,164.99,90.75
100.8316,0x1002,2186.00,164.99,90.75
100.8326,0x1003,6726.00,164.99,90.75
100.8337,0x1004,7551.00,164.99,90.75
100.8505,0x1001,3424.00,164.99,90.75
100.8516,0x1002,2298.00,164.99,90.75
100.8526,0x1003,6726.00,164.99,90.75
100.8537,0x1004,7551.00,164.99,90.75
100.8685,0x1001,3302.00,162.28,90.81
100.8696,0x1002,2204.00,162.28,90.81
100.8707,0x1003,6726.00,162.28,90.81
100.8717,0x1004,7608.00,162.28,90.81
100.8861,0x1001,3386.00,162.28,90.81
100.8872,0x1002,2223.00,162.28,90.81
100.8882,0x1003,6726.00,162.28,90.81
100.8893,0x1004,7617.00,162.28,90.81
100.9022,0x1001,3368.00,162.28,90.81
100.9033,0x1002,2223.00,162.28,90.81
100.9044,0x1003,6707.00,162.28,90.81
100.9055,0x1004,7645.00,162.28,90.81
100.9191,0x1001,3311.00,164.99,90.75
100.9202,0x1002,2195.00,164.99,90.75
100.9213,0x1003,6698.00,164.99,90.75
100.9224,0x1004,7589.00,164.99,90.75
100.9379,0x1001,3311.00,164.99,90.75
100.9390,0x1002,2270.00,164.99,90.75
100.9400,0x1003,6717.00,164.99,90.75
100.9411,0x1004,7570.00,164.99,90.75
100.9540,0x1001,3349.00,164.99,90.75
100.9551,0x1002,2214.00,164.99,90.75
100.9561,0x1003,6735.00,164.99,90.75
100.9572,0x1004,7580.00,164.99,90.75
100.9710,0x1001,3321.00,164.99,90.69
100.9720,0x1002,2176.00,164.99,90.69
100.9731,0x1003,6679.00,164.99,90.69
100.9742,0x1004,7523.00,164.99,90.69
100.9878,0x1001,3311.00,164.99,90.69
100.9887,0x1002,2195.00,164.99,90.69
100.9897,0x1003,6745.00,164.99,90.69
100.9906,0x1004,7589.00,164.99,90.69
101.0059,0x1001,3302.00,164.99,90.69
101.0069,0x1002,2204.00,164.99,90.69
101.0078,0x1003,6763.00,164.99,90.69
101.0088,0x1004,7589.00,164.99,90.69
101.0220,0x1001,3349.00,167.69,90.62
101.0230,0x1002,2233.00,167.69,90.62
101.0239,0x1003,6773.00,167.69,90.62
101.0249,0x1004,7523.00,167.69,90.62
101.0390,0x1001,3377.00,167.69,90.62
101.0400,0x1002,2233.00,167.69,90.62
101.0409,0x1003,6801.00,167.69,90.62
101.0419,0x1004,7561.00,167.69,90.62
101.0559,0x1001,3452.00,167.69,90.62
101.0569,0x1002,2214.00,167.69,90.62
101.0578,0x1003,6782.00,167.69,90.62
101.0588,0x1004,7580.00,167.69,90.62
101.0729,0x1001,3358.00,167.69,90.50
101.0738,0x1002,2167.00,167.69,90.50
101.0748,0x1003,6792.00,167.69,90.50
101.0757,0x1004,7580.00,167.69,90.50
101.0900,0x1001,3415.00,167.69,90.50
101.0911,0x1002,2223.00,167.69,90.50
101.0921,0x1003,6754.00,167.69,90.50
101.0932,0x1004,7542.00,167.69,90.50
101.1082,0x1001,3349.00,167.69,90.50
101.1093,0x1002,2195.00,167.69,90.50
101.1104,0x1003,6754.00,167.69,90.50
101.1130,0x1004,7542.00,167.69,90.50
101.1250,0x1001,3368.00,167.69,90.37
101.1263,0x1002,2223.00,167.69,90.37
101.1273,0x1003,6792.00,167.69,90.37
101.1284,0x1004,7570.00,167.69,90.37
101.1418,0x1001,3283.00,167.69,90.37
101.1428,0x1002,2223.00,167.69,90.37
101.1439,0x1003,6735.00,167.69,90.37
101.1450,0x1004,7589.00,167.69,90.37
101.1583,0x1001,3302.00,167.69,90.37
101.1594,0x1002,2242.00,167.69,90.37
101.1605,0x1003,6726.00,167.69,90.37
101.1632,0x1004,7561.00,167.69,90.37
101.1751,0x1001,3302.00,175.80,90.25
101.1762,0x1002,2167.00,175.80,90.25
101.1774,0x1003,6773.00,175.80,90.25
101.1785,0x1004,7570.00,175.80,90.25
101.1909,0x1001,3321.00,175.80,90.25
101.1919,0x1002,2251.00,175.80,90.25
101.1929,0x1003,6735.00,175.80,90.25
101.1939,0x1004,7533.00,175.80,90.25
101.2079,0x1001,3377.00,175.80,90.25
101.2088,0x1002,2214.00,175.80,90.25
101.2098,0x1003,6735.00,175.80,90.25
101.2108,0x1004,7570.00,175.80,90.25
101.2248,0x1001,3302.00,164.99,90.25
101.2258,0x1002,2251.00,164.99,90.25
101.2268,0x1003,6792.00,164.99,90.25
101.2277,0x1004,7561.00,164.99,90.25
101.2424,0x1001,3340.00,164.99,90.25
101.2434,0x1002,2204.00,164.99,90.25
101.2443,0x1003,6763.00,164.99,90.25
101.2453,0x1004,7580.00,164.99,90.25
101.2588,0x1001,3330.00,164.99,90.25
101.2597,0x1002,2204.00,164.99,90.25
101.2607,0x1003,6735.00,164.99,90.25
101.2634,0x1004,7627.00,164.99,90.25
101.2757,0x1001,3311.00,154.17,90.19
101.2767,0x1002,2158.00,154.17,90.19
101.2777,0x1003,6763.00,154.17,90.19
101.2787,0x1004,7617.00,154.17,90.19
101.2926,0x1001,3349.00,154.17,90.19
101.2936,0x1002,2204.00,154.17,90.19
101.2946,0x1003,6745.00,154.17,90.19
101.2955,0x1004,7683.00,154.17,90.19
101.3091,0x1001,3293.00,154.17,90.19
101.3100,0x1002,2195.00,154.17,90.19
101.3113,0x1003,6698.00,154.17,90.19
101.3140,0x1004,7758.00,154.17,90.06
101.3280,0x1001,3311.00,154.17,90.06
101.3289,0x1002,2251.00,154.17,90.06
101.3299,0x1003,6698.00,154.17,90.06
101.3309,0x1004,7758.00,154.17,90.06
101.3448,0x1001,3227.00,154.17,90.06
101.3458,0x1002,2176.00,154.17,90.06
101.3468,0x1003,6726.00,154.17,90.06
101.3477,0x1004,7655.00,154.17,90.06
101.3631,0x1001,3264.00,159.58,90.00
101.3641,0x1002,2261.00,159.58,90.00
101.3651,0x1003,6726.00,159.58,90.00
101.3661,0x1004,7683.00,159.58,90.00
101.3784,0x1001,3311.00,159.58,90.00
101.3795,0x1002,2261.00,159.58,90.00
101.3806,0x1003,6820.00,159.58,90.00
101.3817,0x1004,7580.00,159.58,90.00
101.3954,0x1001,3311.00,159.58,90.00
101.3965,0x1002,2242.00,159.58,90.00
101.3976,0x1003,6792.00,159.58,90.00
101.3987,0x1004,7664.00,159.58,90.00
101.4139,0x1001,3311.00,159.58,89.94
101.4150,0x1002,2261.00,159.58,89.94
101.4161,0x1003,6801.00,159.58,89.94
101.4172,0x1004,7664.00,159.58,89.94
101.4284,0x1001,3433.00,159.58,89.94
101.4296,0x1002,2251.00,159.58,89.94
101.4306,0x1003,6829.00,159.58,89.94
101.4317,0x1004,7673.00,159.58,89.94
101.4454,0x1001,3246.00,159.58,89.94
101.4465,0x1002,2223.00,159.58,89.94
101.4475,0x1003,6782.00,159.58,89.94
101.4486,0x1004,7702.00,159.58,89.94
101.4642,0x1001,3283.00,175.80,89.81
101.4654,0x1002,2261.00,175.80,89.81
101.4664,0x1003,6782.00,175.80,89.81
101.4675,0x1004,7730.00,175.80,89.81
101.4786,0x1001,3255.00,175.80,89.81
101.4796,0x1002,2289.00,175.80,89.81
101.4807,0x1003,6895.00,175.80,89.81
101.4818,0x1004,7655.00,175.80,89.81
101.4954,0x1001,3330.00,175.80,89.81
101.4965,0x1002,2204.00,175.80,89.81
101.4976,0x1003,6801.00,175.80,89.81
101.4987,0x1004,7617.00,175.80,89.81
101.5142,0x1001,3321.00,229.90,90.81
101.5153,0x1002,2317.00,229.90,90.81
101.5163,0x1003,6885.00,229.90,90.81
101.5174,0x1004,7589.00,229.90,90.81
101.5294,0x1001,3321.00,229.90,90.81
101.5305,0x1002,2317.00,229.90,90.81
101.5316,0x1003,6932.00,229.90,90.81
101.5329,0x1004,7655.00,229.90,90.81
101.5464,0x1001,3283.00,229.90,90.81
101.5475,0x1002,2289.00,229.90,90.81
101.5485,0x1003,6876.00,229.90,90.81
101.5496,0x1004,7598.00,229.90,90.81
101.5637,0x1001,3311.00,232.60,94.56
101.5648,0x1002,2364.00,232.60,94.56
101.5659,0x1003,6867.00,232.60,94.56
101.5670,0x1004,7673.00,232.60,94.56
101.5813,0x1001,3321.00,232.60,94.56
101.5822,0x1002,2336.00,232.60,94.56
101.5832,0x1003,6867.00,232.60,94.56
101.5841,0x1004,7598.00,232.60,94.56
101.5972,0x1001,3311.00,232.60,94.56
101.5982,0x1002,2355.00,232.60,94.56
101.5991,0x1003,6960.00,232.60,94.56
101.6001,0x1004,7655.00,232.60,94.56
101.6162,0x1001,3274.00,181.21,99.25
101.6172,0x1002,2392.00,181.21,99.25
101.6182,0x1003,6979.00,181.21,99.25
101.6191,0x1004,7655.00,181.21,99.25
101.6322,0x1001,3283.00,181.21,99.25
101.6332,0x1002,2392.00,181.21,99.25
101.6342,0x1003,6960.00,181.21,99.25
101.6351,0x1004,7692.00,181.21,99.25
101.6512,0x1001,3246.00,181.21,99.25
101.6522,0x1002,2383.00,181.21,99.25
101.6531,0x1003,6960.00,181.21,99.25
101.6541,0x1004,7720.00,181.21,99.25
101.6672,0x1001,3283.00,173.10,101.37
101.6682,0x1002,2355.00,173.10,101.37
101.6692,0x1003,6932.00,173.10,101.37
101.6701,0x1004,7739.00,173.10,101.37
101.6854,0x1001,3377.00,173.10,101.37
101.6865,0x1002,2345.00,173.10,101.37
101.6875,0x1003,6960.00,173.10,101.37
101.6886,0x1004,7739.00,173.10,101.37
101.7024,0x1001,3311.00,173.10,101.37
101.7034,0x1002,2355.00,173.10,101.37
101.7045,0x1003,6960.00,173.10,101.37
101.7056,0x1004,7702.00,173.10,101.37
101.7191,0x1001,3264.00,167.69,101.31
101.7202,0x1002,2355.00,167.69,101.31
101.7213,0x1003,6904.00,167.69,101.31
101.7223,0x1004,7673.00,167.69,101.31
101.7360,0x1001,3189.00,167.69,101.31
101.7371,0x1002,2373.00,167.69,101.31
101.7382,0x1003,6904.00,167.69,101.31
101.7392,0x1004,7739.00,167.69,101.31
101.7529,0x1001,3255.00,167.69,101.31
101.7540,0x1002,2420.00,167.69,101.31
101.7551,0x1003,6876.00,167.69,101.31
101.7562,0x1004,7758.00,167.69,101.31
101.7699,0x1001,3302.00,159.58,101.25
101.7710,0x1002,2383.00,159.58,101.25
101.7720,0x1003,6876.00,159.58,101.25
101.7731,0x1004,7561.00,159.58,101.25
101.7867,0x1001,3246.00,159.58,101.25
101.7876,0x1002,2401.00,159.58,101.25
101.7886,0x1003,6895.00,159.58,101.25
101.7896,0x1004,7645.00,159.58,101.25
101.8049,0x1001,3246.00,159.58,101.25
101.8059,0x1002,2373.00,159.58,101.25
101.8068,0x1003,6942.00,159.58,101.25
101.8078,0x1004,7645.00,159.58,101.25
101.8215,0x1001,3246.00,164.99,101.12
101.8225,0x1002,2383.00,164.99,101.12
101.8235,0x1003,6895.00,164.99,101.12
101.8244,0x1004,7542.00,164.99,101.12
